Nr,R_x,f_1,f_2,Generation,Rank
64,5-21-10-2-15-27-7-28-16-6-13-0-26-8-12*4-24-1-3-9-23-20-7-27-10-6-5-15-29-2*19-12-0-18-22-25-7-20-4-24-1-23-14-11-17*2-21-6-15-27-16-28-17-22-19-12-8-26-0-18*15-16-28-25-0-18-22-17-11-14-1-3-9-23-20*15-10-21-5-6-16-7-14-23-1-9-3-11-25-28*27-29-10-15-5-6-13-0-22-18-19-17-12-8-26*29-15-21-5-6-13-18-0-22-25-7-27-16-2-10*19-18-0-28-25-11-14-4-20-7-24-1-23-3-9*13-6-15-2-29-27-7-4-24-14-9-1-3-11-17*1-3-23-9-14-7-27-10-15-21-6-13-0-22-18*4-1-3-9-23-14-11-17-22-19-0-25-7-16-10*,16.0440145,667,0,1
65,23-4-24-3-1-9-14-20-7-16-6-15-21-5*13-6-16-7-25-22-18-0-26-8-19-17-28*9-1-3-4-24-14-7-27-2-29-10-6-21-5-15*21-5-6-13-18-0-25-28-7-27-16-2-10-15-29*26-8-19-12-17-22-0-13-18*8-12-19-0-22-17-11-14-1-3-9-23-4-24-20*26-8-12-19-17-28-16-27-10-15-6-13-0-22-18*2-29-15-10-7-4-20-24-23-1-9-14-11-17-12*22-12-0-25-11-3-9-23-14-7-27-10-15-16-28*28-16-15-5-21-10-27-7-4-24-20-23-1-3-14*27-7-16-6-13-0-18-22-19-17-28-25-11-14-23*23-9-1-3-24-20-7-16-6-5-21-15-10-29-2*,16.26049217,625,0,1
66,23-20-14-9-1-3-24-4-7-10-21-6-13-18-0*19-22-0-13-6-5-21-15-2-29-27-7-28-25-11*9-3-23-1-4-14-24-20-7-25-28-16-6-10-27*5-15-21-2-27-16-7-28-25-11-17-0-18-22-19*10-21-6-13-18-17-22-0-25-28-7-20-14-23-9*3-9-14-11-17-28-25-0-26-8-19-12-22-18-13*20-4-24-1-3-9-23-14-7-16-6-5-21-10-15*26-8-12-0-13-6-15-21-10-16-7-27-2-29*9-3-1-23-14-11-17-19-12-22-0-18-13-6-5*9-3-1-23-14-7-27-29-2-16-28-25-0-17-19*24-23-9-1-3-4-7-28-0-18-22-17-19-8-12*13-18-0-19-17-28-25-7-27-16-2-29-10-15-6*,16.07259762,651,0,1
67,19-17-22-18-0-28-25-7-27-16-6-15-10-2-29*26-0-25-22-17-12-8-19-18-13-6-10-27-7-24*0-18-19-17-11-14-7-16-27-2-29-15-10-6-21*2-21-5-6-13-18-0-22-17-11-3-24-20-7-25*17-19-12-0-18-22-25-11-14-20-7-28-16-27-29*2-27-7-20-4-24-3-23-14-11-25-28-16-15-10*23-1-9-14-20-4-24-7-27-10-21-5-15-16-28*28-7-20-24-4-3-1-23-14-11-17-22-0-26-8*21-5-6-16-27-15-2-29-10-7-14-3-1-23-9*4-24-1-3-9-23-14-20-7-27-15-6-5-21-2*4-20-14-9-1-3-11-17-22-19-12-0-28-7-25*6-21-10-2-29-27-16-28-25-22-19-17-12-8-26*,16.07201309,659,0,1
68,15-2-16-27-7-25-28*10-29-2-15-27-7-25-22-18-0-26-8*28-17-12-19-22-25-7-20-24-23-9*9-3-1-23-20-7-16-6-5-21*5-21-15-16-27-7-20-14-11*17-22-18-0-28-7-4-24-20-14-23-1*5-21-2-29-10-27-7-28-17-22-18-19-12-0-26*11-3-14-20-7-27-16-28-25-0*8-12-17-19-18-0-26*5-21-6-15-10-29-2-27-16-28*22-0-13-6-5-21-10-2-29*3-1-9-23-14-11-17-19-12*,17.22498246,412,0,1
69,4-7-25-0-18-17-11*10-15-5-6-16-7-20-23-3-1-9-14-24-4*20-4-24-14-23-1-3-9*11-25-28-0-12-19-17-22-18-13-6-2-10-21-5*5-15-10-2-27-7-16*8-19-17-22-25-28-16-27-29*5-21-10-2-29-27-16-7-14-24-4-1-23-3*8-26-0-18-17-28-16-27-29*5-21-6-13-0-18-12-19-22*15-2-27-7-28-17-19-12*3-9-23-4-24-20-7-16-15-10-27-29*27-15-6-13-18-0-22-17-11-14-24-4-1-3-9*,16.95247837,432,0,1
70,15-10-27-16-28-0-22-18-13-6-21*26-8-19-17-0-22-18-12*13-0-18-22-17-11-14-4*5-21-6-2-27-16-28-25-22-0-26-8*23-9-1-3-4-24-20-7-16-27-29*21-6-15-10-16-27-7*9-3-1-23-14-11-17-19-12-18-0-22-25-28*0-13-6-5-21-15-2-29-27-16-7-10*24-4-3-1-9-23-14-20-7-16-6-5*24-7-16-27-10-2-15*9-1-3-23-14-7-27-2-21-15-10-16*9-3-1-4-24-20-7-25-28-17-12*,17.16781623,426,0,1
71,3-23-20-7-16-28-25*1-3-9-23-14-11-17-19-12-8*29-2-15-5-6-16-7-14-23-1-9-3*7-20-23-9-1-4-24-14-11-17-22-19-8-26-0*5-6-15-10-16-27-7-25-28-17-12-19-18*3-4-24-20-7-28-0-18-22-19*5-21-15-10-27-29-2-16-7*24-7-4-14-11-25-28-17-22-19-12-18-13-0-26*1-23-9-3-11-17-22-0-26-8*23-24-14-9-1-3-11-17-22-18-0-13-6-5-15*10-2-27-16-7-20-24-14-11*19-12-0-18-22-17-28-16-15-5-21-6*,16.64171733,477,0,1
72,8-12-19-22-17-28-16-27-7-2*20-14-23-3-24-4-7-16-6-5-15-10-2*0-18-22-25-28-7-4-3-9*24-4-1-9-3-11-17-18-0-13*6-15-10-27-16-7-20-24-14-11-17*12-17-22-18-0-19-8-26*21-15-10-6-13-18-0-26-8*15-5-21-6-10-2-27-7-25-28-17-19-12-8*19-12-18-0-22-17-11-3-9-23-1-14-7-28-25*6-2-29-27-16-28-25-0-26*23-9-3-1-14-11-17-22-0-13-6*15-5-21-10-27-16-7-20-24-1-3*,16.73173369,452,0,1
73,17-22-0-18-13-6-21-5-15-16-27-2-10-29*28-16-15-2-27-7-20-14-23-3-24-4*16-27-7-4-14-9-1-3-23-24-20*15-10-29-2-27-7-28-17-22-19*0-19-8-12-17-22-25-7-24-3-14-23-1-9*1-3-9-23-14-11-17-19-12-22*12-22-18-0-25-28-16-10-21-5*24-1-3-9-23-14-11-17-22-18-13-6*5-21-6-13-18-0-19-22-12*21-2-10-27-7-20-24-4-14-9-23*5-21-15-6-13-18-0-26-8*14-9-1-3-23-20-7-16-6-5-21-10-2-29*,16.64937456,474,0,1
74,1-3-11-14-4-24-20-7-27-16-10*4-20-23-3-1-14-24-7-2-29-15-6-5*4-24-3-9-1-23-14-20-7-16-6-5-21-2-10*19-12-18-0-25-7-20-24-4*24-1-9-3-11-17-18-0-13-6*13-18-12-19-22-17-0-25-28-7-10-15*20-23-14-24-7-27-2-29*0-17-28-16-27-10-15-21-6*0-26-8-12-19-17-11-14-20-24-23-1-9-3*8-26-0-17-22-12-19-18-13-6-16-28-25-7*12-19-18-0-22-17-28-7-16-27-2-10-21-15-6*12-0-18-19-17-22-25-28-16-27-2-29-10*,16.60436638,505,0,1
75,5-21-15-10-6-13-0-22-18-17-28-25-7-14-3*9-3-1-23-14-11-17-22-12-19-8-26-0*10-15-5-6-13-18-0-22-19-17-28-25-7*2-27-7-28-25-0-18-17*6-21-10-27-16-7-14-23-9-1-3*3-4-7-20-24-14-11-25-0-18-22-17*8-19-12-22-25-28-16-10-2-27-29-15-6-13-0*5-21-2-29-27-16-28-25-0-26*1-3-24-4-7-27-10-21-6-16-15-2*24-14-20-23-9-1-3-11-17-22-0-18-13*23-14-4-20-24-3-1-9*10-21-6-13-0-18-22-25-7-20-14-3-24-23-9*,16.46335048,518,0,1
76,24-1-3-9-23-14-11-17-22-19-12-18-0-13*3-1-14-11-17-22-18-0-19-8-26*24-1-3-23-20-7-27-10-2-15-16*10-2-27-7-25-11-17-19-12-18-0-26-8*13-18-0-25-28-16-6-5-21-10-27-15-29-2*26-0-18-12-19-17-28-16-27-10-15-21-5*24-4-3-1-9-23-14-20-7-16-27-29-2-10-15*9-14-4-24-20-7-16-10-15-2-29*28-25-22-17-19-12-0-18-13-6-5-21-2-29-15*24-4-3-1-9-23-14-11-17-12-8-26-0-28*10-6-13-18-22-25-7-20-14-23-3-9*9-1-3-4-20-24-14-23*,16.50622516,514,0,1
77,28-0-18-22-25-7-20-4-24-14-23-1-3-9*3-23-20-7-14-11-17-18-22-0-28-16*4-1-3-9-23-14-20-7-27-2-29-15-6-16*7-2-29-27-15-16-28-0-22-17-19-12-18-13-6*2-10-15-21-5-6-13-0-18-12-22*9-23-3-1-4-24-14-11-17-19-12-8-26-0*6-13-18-0-22-25-7-16-2*8-26-0-17-19-12-18-22-25-28-16-6-21*9-3-1-23-14-7-16-6-5-21-10-15-27-2-29*29-2-10-27-7-20-24-14-11-17-19-22-0*26-0-22-18-12-19-17-28-16-27*24-1-9-3-11-17-22-19-12*,16.50081833,515,0,1
78,17-19-22-0-26-8-12-18-13-6-15-10-21-5*29-2-6-16-28-17-22-19-12*23-14-4-7-27-16-28-25-22-17*9-3-1-23-14-20-7-28-0-18*16-28-25-11-3-9-1-4-7-20-24-14-23*0-18-13-6-16-7-25-28-17-19*4-23-9-1-3-14-11-17-22-18-0-26*20-23-3-1-24-7-27-2-29-10-15*23-9-3-1-24-20-7-16-27*5-21-6-13-0-18-19-22-17*13-18-0-22-17-19-12*19-22-18-0-17-28-25-7-20-14-24*,17.72498246,402,0,1
79,18-22-17-19-12-0-28-7-25-11*20-23-14-11-17-22-18-0-25*14-23-9-1-3-24-20-7-28*1-3-23-14-24-4-20-7*2-15-29-10-27-16-28-0-18-19-22-12*24-14-20-7-27-2-29-10-21*2-27-16-15-10-6-21-5*24-4-7-28-25-22-18-13-6-21-15*2-6-13-0-22-17-18-19-8-26*24-4-7-16-27-10-21-5-15-2-29*5-6-15-10-2-27-7-20-23-3*18-0-26-8-12-19-22-25*,17.87391863,394,0,1
80,17-11-14-9-1-3-4-24-20-7-27*15-10-2-27-7-28-25*12-19-17-0-18-22-25-7-20-23-9*11-17-18-0-25-28-16-7-14*1-3-9-23-14-20-24-4*23-1-14-20-7-16-27-10-21-5-15-6*21-10-2-29-27-16-28-25-7*20-24-1-3-14-11-17-22-18-0-26*6-5-21-10-27-7-28-25-11*26-8-12-22-25-28-16-6-13-18-0*12-19-22-25-7-20-23-1*7-2-27-10-6-13-18-0-22-17-19-8-26*,17.61064999,404,0,1
81,5-21-6-15-10-16-28-17-22-19-18-0-26-8-12*9-1-4-3-23-24-14-11-25-28-7-20*4-7-24-3-23-1-14-20*9-1-3-24-4-7-16-6-10-15-5-21-2-27-29*13-6-16-7-28-0-22-17-11-3-23-1-4-14-9*29-10-15-27-7-20-4-24-14-11-17-19-12-8-26*17-12-19-22-0-18-13-6-5-21-10-7-20-23-3*22-19-18-0-17-11-3-9-1-23-20-7-4-24-14*24-4-14-3-1-9-23-20-7-28-25-22-18-0-26*4-24-14-9-1-3-23-20-7-16-27-2-10-15-5*26-8-12-0-18-22-17-11-14-3-1-4-23-24-7*21-15-29-10-16-2-27-7-25-22-17-19-12-0-18*,16.3636895,618,0,1
82,11-25-7-2-27-16-28-17-19-12-8-26-0-18-22*21-2-29-10-15-16-28-25-22-18-0-19-17-12-8*17-11-25-28-0-18-22-19-12-8-26*29-2-15-10-27-7-20-14-24-1-9-3-23-4*1-3-24-14-23-4-20-7-16-6-21-5-15-29-2*6-15-21-10-2-29-27-7-24-4-23-3-9-14-11*17-22-12-18-0-25-11-3-9-1-4-20-24-14-23*20-7-14-11-3-9-1-23-4-24*14-4-24-7-27-16-28-17-22-25-0-18-12-8-26*20-23-9-1-3-14-11-17-22-0-18-13-6-5-21*3-24-14-11-17-12-18-13-6-16-7-28-0-22-25*24-14-23-1-4-20-7-28-0-18-22-19-8-12-17*,16.38075754,611,0,1
83,9-3-1-4-23-14-7-20-24*9-14-20-23-1-3-24-4-7-10-21-6-2-29-15*18-13-6-5-21-15-27-7-20-14-3-1-23-24-4*26-8-12-19-17-11-14-1-9-23-20-7-16-6-10*15-5-21-6-13-0-22-17-11-3-1-9-14-23-24*21-2-29-27-16-28-25-7-10-6-13-0-22-17-18*8-12-18-19-17-22-0-26*25-28-7-24-14-11-17-19-22-18-0-26-8-12*6-13-18-19-17-11-3-14-7-27-16-28-0-22-25*5-21-2-29-10-15-27-7-24-4-3-14-23-1-9*29-27-10-6-5-15-2-21*6-2-7-25-0-18-22-17-11-14-23-1-4-20-24*,16.3709668,615,0,1
84,8-12-19-17-28-25-7-24-23-3-4-20-14-9-1*23-9-1-3-14-24-4-20-7-28-17-22*19-17-22-18-0-25-7-20-23-3-1-9-14*5-6-21-15-16-28-25-11-14-23-24-20-4-7*21-10-2-15-29-27-16-28-0-19*14-24-4-1-23-9-3-11-17-22-0-26*0-13-6-5-21-10-27-7-4-24-1-3-9-23-14*2-15-5-21-6-13-18-22-19-12*8-12-18-0-22-25-7-20-14-3-4-24*13-18-0-25-28-7-16-2-15-10-6-21*5-21-15-6-16-28-25-0-22-12-19-17-11-14*19-22-25-28-16-6-10-2-29-27-7-24-4-3-1*,16.38148819,551,0,1
85,19-12-17-22-25-28-7-20-4-3*3-9-1-24-20-23-4-14-11-17-18-13*1-3-23-14-20-7-27-10-21-5*25-22-18-13-6-10-21-15-2-29-27-16-28-17-11*21-6-13-0-28-17-18-22-25-7-16-2-29-27*4-24-14-23-9-1-3-11-17-22-18-0-26*8-26-0-22-19-17-12-18-13-6-2-15*28-16-6-5-21-15-27-7-20-24-1-9-3*2-16-27-29-10-21-5*23-20-24-4-7-25-22-17-19-8-12-18-0-26*2-29-15-6-16-28-17-19-22-18-0-13*26-8-12-17-19-22-0-18-13-6-16-7*,16.42512275,533,0,1
86,27-16-28*14-20-7-27-29*22-17*0-18*9-3-1-23-14-11*15-2*20-4-24*19-17-12-8-26*15-10*25-28*5-21-6-13-0-17-11*29-2*,32.0875906,101,0,1
87,1-23-14-24-20*23-14*7-14-11-17-22-0-25-28*17-19-12-8*15-27-16-7*0-18*1-3-9*0-13-6*4-24*10-29-2*26-8*5-21-15-10*,31.19794833,102,0,1
88,1-23-14-20-7-16-6*9-1-3-24-20-7-27*8-12-22-17-11-14*2-29-27*4-24*5-21-6-13-0-18*7-25*0-18*28-16-10-15*11-17-18-0-26*19-17-0-25*17-22*,24.00663432,137,0,1
89,22-25-11*18-0-28-25*12-22*4-24*10-15-27-7-14*23-3-24*17-22-0-13-6-5-21*27-2-29*26-8-19-22-18*20-7-24-1-9*7-28-25-0-19*6-16-7-14-23-1*,23.8309855,146,0,1
90,3-23-14-7-27-10*29-27*7-28*19-17*5-21-6-13-0-12-8*11-17-18-0-26*15-10*7-16*9-3-1*15-2*0-18-22-25-7-20-24-4*28-25*,26.9485913,112,0,1
91,28-25*21-15-16*24-4*7-16*1-24*14-24-20*9-3-23-14-11-17-19*10-2-29-27*8-12-22*27-16-28-17-22-0-26*5-6-13-0*0-18*,27.57321136,109,0,1
92,27-2*24-14*24-4*7-14*27-7-28-17-22-0-26*15-10-6*17-11*16-27-29*8-12-19-17*9-1-3-23-20-7*5-21-6-13-0*18-0-28-25*,27.77522212,108,0,1
93,3-1-9-23-14-11*14-20-7-28-17-18*20-4*22-0*21-15-10-27-7*27-2*25-28-16*19-17-12-8-26*18-13-6-5*29-27*22-17*14-24*,27.31532032,110,0,1
94,27-16*25-28*2-29-27*5-21-6-16-7-20-14-23*4-24*0-18*19-12-8-26*18-13-6-10-15*3-1-9-14-11-17-22-19*25-28*24-20*28-16*,29.60626607,104,0,1
95,8-12-19-17-28-7-20-24*27-7*14-11-17*6-13-0*9-1-3-23-24*2-29*24-4*26-8*27-16*5-21-15-10-27*10-2*25-28-0-22-18*,29.74824643,103,0,1
96,23-14*22-17-11*5-21-6-13-0-12-8*20-7*9-3-1-23-14-7-27-29*27-16*19-0*27-2-10-15*23-14*18-0-28-25-7-4-24*22-18-0-26*7-27*,26.37868249,116,0,1
97,22-25*1-3-9-23-14-20-24*18-0-19-8-26*22-17*27-10-15*16-27-2-29*7-20*20-7*27-7*4-20-7-28-0-22-17*5-21-6-13-0-12*11-17*,26.78138882,113,0,1
98,28-7*19-8*23-14-20*13-6-16-28-0-22-17-19*10-15*4-24*3-9*1-3-24-4-7-10-21-5*28-25*11-25-0-12*2-10-16-27-29*20-7-28-25-22-18-0-26*,24.5582476,136,0,1
99,21-15*10-27-16-28-17-22-0-13*9-1-3-23*27-2-29*23-20-7-16-6-5*17-22*28-16*12-19-22*24-4-20*8-26-0*11-17-22-18-0-25-7-14*15-16*,24.70092939,128,0,1
100,17-22*9-3-1-24-20*0-18*4-7-16-27-2*5-21-10-27-7-20-14-23*17-11*10-15*13-6-16-7-25-22-18-0-26*8-12-19-17*29-27*28-16*15-10*,25.46101239,118,0,1
101,6-16*9-1-3-11-17-22-18-0-26*22-17-28-25-7*2-10-15*8-12-19-22*2-29*15-21-5*4-24-1*1-23-14-20-7-27-10*13-18-22*27-16-28-0-22*4-24-20*,24.80976736,126,0,1
102,4-24-14-23-3-1-9*22-18*22-19*13-6-16-7*16-15-10*8-12*21-5-6*2-29-27-7*28-0-12*22-25*0-26*7-20-14-11-17-22-18-0*,27.94575637,105,0,1
103,10-27-16-28-0*7-27-2-29*7-20*9-23-14-7*4-7-28-25*9-3-1-24-20*8-19-12-17-22*9-14-11-17-0-18*5-21-6-13-18-0-22*10-15*28-0-18-22-17*26-0-22-17-28*,23.74856792,147,0,1
104,18-0-22-17-28-16*15-27-7-20-14*17-19-8*1-3-23-14-11-17-19-12*3-23*4-24-7-16-27-2-29*10-15*11-17-22-18-0-26*15-2-27-7-20*25-28*5-21-6-13-18-22-17*9-23-14-7-16-6*,21.6817863,165,0,1
105,27-2-29*14-7-25-22*28-25*19-17*3-1-23-14-7-16-6-5*17-22-18-0*4-24-14*20-14-11-17-18-0-22-25*21-5-6-13-18-0-17-22*15-10-27-7-25*9-23-14-11-17-12-8*22-18-0-26*,21.87932546,163,0,1
106,1-9-23-14-11-17-22*24-4*8-12-19-22-18-0-13*25-28-16-27-2*7-28-0*21-10-27-7*5-21-15-6-13-18-0-26*1-3-23-20*12-19-22-0-25*14-7-27-10-15*14-24-4-7-27-29*22-18-0*,21.43596563,168,0,1
107,0-18*26-0-12*6-15-10-27-16-28-0-18*5-21-6-16-7-20-14*20-7-27-2*4-20-24-3-9-23*28-25-11*8-12-17-22-25-7-27-29*16-28-25-22*1-9-3-11-17-0-18-13*22-17*18-19-17-22*,20.88151742,175,0,1
108,2-29-15*1-24-20-7-27-15*10-27-16-28-25-22*4-20-24-23-1-9*0-18-22-17-11-3-1*8-12-0-18-13-6-15-10*6-5*17-19-22-18-0-26*1-14-24*17-18*10-21*20-7*,23.24991232,150,0,1
109,24-20-7-25-22*7-25-22-18-0-26*2-29-27-7*8-12-19*18-0-22-19-17*1-9-14-11-17*4-24-20-7-16-10-15*5-6-13-18*3-23*28-16-6-21*22-18-0-25*23-14-7*,23.49526537,148,0,1
110,17-19*25-28-16-6-13*7-25-28-17-22*9-23-14-11*1-3-14*24-20-7-27-2-29*23-3-1-24*14-20-7-25-22-18-0-26*15-10-27-16*4-24-7-16-6-21-5*17-12-8*10-27-2*,22.94651625,155,0,1
111,17-11-25-0*25-28-17-18*20-7-25-22-18*6-13-18-0-22-19-12-8-26*27-16*20-24-4*9-23-14-11-17*2-29*3-1-23-14-20-7-27-29*28-25*27-16-15-10*5-21-6-16-28-25-0-18*,22.44672083,157,0,1
112,4-24-20*23-3-1*23-14-20-7-16-6-5*18-0-25-7*9-3-11-17-18-0-13*19-22-17-0-25-28*14-24-7*16-27-10-15-21*8-12-19-17-11-14-20*26-0*22-17-28-7-16-27*27-2-29*,22.44487959,161,0,1
113,9-23-14-11-17-22-18*28-7*17-22-25-28*3-14-20-7-28-25*12-17-22-18-0-26*16-27-29-2-10*5-21-6-13-0-18-19*4-24-20-14*19-8*6-16-7-20-23-1-3*15-10-16*9-1-24-4*,22.62859481,156,0,1
114,9-1-23-14-7-27-10*5-21-6-15-2-29-10*1-9-3-11-17-22-0-18*6-21-10-16-28-25*6-13-0-18-22-17-12-8*26-0-22-18-12-19-17-28*23-14-24-7-27-2-29*4-24-20-7-25-22-0-18*0-18-22-25-28-7-16-27*5-6-21*11-25-7-20-24-14-23*16-7-28-0-18-22-19*,19.23696516,255,0,2
115,8-12-0-18-13-6-10-15*3-1-23-14-20-7-10*10-27-16-28-0-18-17*4-14-24-20-7-28-25*18-22-25-7-27-2-29*8-12-19-22-25-28-16*1-9-23-14-11-17-12-8*5-21-10-2-29-27*24-20-7-25-22-18-0-26*4-20-24-3-9-23*20-14-23-3-24*2-29-27-7-28-16*,19.09068857,257,0,2
116,3-1-23-14-20-7-16-6*1-3-23-20-7-10-15*7-24-14-11-25-28-16-27*11-25-22-17-12-19-0-28*2-29-27-7-20-4-24*3-9-1-23-14-11-17-19*23-1-3-11-17-18-0-26*21-15-16-27-2-29*8-12-19-22-18-13-6-15*13-18-0-25-28-16-6-5-21*12-18-0-25-28-16-6-13*12-19-17-28-25-7-24*,18.00657587,300,0,2
117,5-21-15-10-27-7-20*4-20-7-25-22-18-0-26*7-20-14-11-17-18-22-0-28*11-3-4-24-14-23*22-25-0-18-12-8-26*5-21-6-13-18-0-19-12*14-24-4-7-27-2-29*1-3-23-14-11-17-19-12-8*13-6-16-28-0-22-17-19*9-1-3-11-17-18-0-26*4-24-23-14-7-16-27*6-16-7-14-23-3-1-9*,18.0294599,293,0,2
118,25-22-17-28-7-20-14-24-4*5-21-6-13-0-22-17-11-25*23-9-3-24-4-20-7-16-27-29-10-15-5*12-19-17-22-18-0-25-11-14*9-1-3-24-20-7-27-15*23-24-4-20-7-27-2-29*4-1-3-9-23-20-7-16-6-15-2-21*6-21-10-15-27-7-14-23-1-3-9*8-12-19-18-0-17-11-14-23*8-12-17-19-18-0-26*2-29-15-10-16-27-7-25-28-0-22-18*24-4-3-9-23-14-7-16-6-21-5*,18.00315642,390,0,2
119,1-9-3-11-17-22-18-0-26*1-3-23-20-7-10-15*18-12-19-17-22*27-16-7-20-14-24*7-28-25-0-22-17-19*23-4-24-20-7-28*3-23-14-11-17-19-12-8*2-15-10*10-21-15-29-27*16-6-13-18-19-22-0-25*5-21-15-27-7-20*10-15-16-27-7-25-28*,20.72413491,240,0,2
120,11-3-1-23-14-24-20*1-3-23-14-20-7-27-29*20-7-14-11-17-22-0-25-28*7-25-28-17-19-12-8*10-15-27-16-7-20-14*13-6-16-28-0-18-22-17*1-3-9-23-14-20-24*11-17-22-18-0-13-6-21*4-24-20-7-27-15-10*6-15-10-29-2-27*0-26-8-12-18*5-21-15-10-27-7-24*,18.91954057,261,0,2
121,17-22-25-28-7-16-27*12-22-18-0-19*4-14-24-20-7-28-25*4-24-14-23-3-11*5-21-15-10-6-13-0-22-18*1-24-4-3*18-22-25-7-27-2-29*0-26-8-12-18*9-1-3-11-17-22-0-12*5-21-10-27-7-20-14-23*10-27-7-28-0-18-22*28-25-7-27-10-2-29*,19.76698036,248,0,2
122,21-5-6-13-18-22-0-26*0-22-17-11-3-9-23*6-15-10-29-2-27*1-9-23-14-11-17-22-18*4-24-20-7-27-10-15*7-25-28-17-19-12-8*21-15-2-16-27*3-1-9-23-20-7-16*19-18-17-22-0-12-8-26*1-24-3-9*6-16-7-20-24-4-23*8-19-12-17-22-0-13*,19.59098083,250,0,2
123,1-9-23-14-11-17-22-18*11-17-22-0-28-7-16*17-22-25-28-16-7-20*1-3-14-20-7-28-25*12-17-22-18-0-26*7-16-27-29-2-10-15*5-21-6-13-0-18-19-22*1-4-24-20-14-3-11*18-0-22-17-19-8-26*6-16-7-20-23-1-3-9*15-10-16-7-20-14-24*3-9-1-24-4-14*,19.57671849,251,0,2
124,3-1-23-14-20-7-16*15-27-7-25-22-18-0-26*5-21-6-16-27-7*2-29-10-21-5-6-13*4-23-3-1-24*19-22-18-17-28-25*13-0-18-22-17-11-14-24*12-17-19-0-22-18*9-1-3-24-4-14-11*8-19-22-17-28-25*10-27-16-28-0-22-18-13*27-16-2-10-29*,20.42386603,245,0,2
125,1-9-23-14-11-17-22-19*6-13-18-0-22-17-12-8*14-7-28-17-22-18-0-26*2-7-16-6-21-10-15*4-24-20-7-16-15-10*12-19-17-28-25-7-27*2-15-10-29*4-20-24-3-9-23*2-10-15-21-5-6*13-18-22-17-28-7-16*9-1-3-23-20-24*12-17-19-18-0-26*,20.1679039,246,0,2
126,20-14-11-25-28-7-27*8-12-19-18-0-25-28*16-27-7-28-0-22-18*18-22-0-13-6-15-5-21*10-16-28-17-22-19-12*1-23-14-20-24-4*1-3-23-9*16-27-2-15-10-21*10-2-29-27-16-28-25*9-1-23-14-11-17-22-0-26*4-24-7-16-6-21-5*17-11-25-0-18-22*,20.01452537,247,0,2
127,19-17-22-25-28-7-27*8-19-22-25-11-17*4-24-20-14-7-16-6-5*7-20-24-3-1-23*3-23-20-7-27-10-21*6-16-28-25-0-22-12*7-16-27-2-10-15*3-9-23-14-11-17-12-8*4-24-20-7-16-2-29*1-9-3-11-17-22-0-18*8-12-0-18-13-6-10-15*17-22-18-0-19-8-26*,18.49684358,268,0,2
128,13-18-0-22-17-28-16-6-21*5-21-15-27-7-20-14*4-7-25-22-17-19-8*1-3-23-14-11-17-19-12*1-3-23-9*4-24-7-16-27-2-29*14-24-20-7-27-10-15*1-3-14-11-17-22-18-0-26*6-15-2-27-7-20*10-15-27-16-7-25-28*5-21-6-13-18-22-17-11*9-23-14-7-16-6-21*,18.27539747,275,0,2
129,21-5-6-13-0-19-22*16-6-10-15-27*6-21-15-16-28-25*5-21-10-27-7-20-14-23*15-10-2-29-27-7-20*0-22-17-28-16-2-29*23-1-3-11-17-22-18-0-26*9-1-23-14-20-7-25*8-12-19-22-25-7-27-29*5-6-16-7-20-4-24*7-20-23-3-1-9*11-17-18-0-13-6-21*,18.29380991,274,0,2
130,14-20-7-25-22-17-19*4-24-20-14-7-16-6*19-22-0-28-16-27-2-29*9-23-14-20-7-25-28*21-10-27-16-7-28*3-9-23-14-11-17-22-18*13-18-0-25-28-16-27-15*12-19-22-18-13-6-5-21*9-1-3-23-20-7-27*8-12-19-17-28-16-27-10*23-9-3-11-17-22-0-26*12-18-0-28-25-11-17*,18.19584405,279,0,2
131,17-19-12-22-25-7-16-28*1-3-24-4-7-27-29*2-27-16-28-25-22-0-26*1-23-14-11-17-22-18-0-26*14-24-20-7-27-10-21*1-3-24-20-7-16-6-5*8-12-18-13-6-15-10*1-9-3-23-14-7-24*24-14-20-4-7-25-28*10-15-27-16-28-25-22*1-9-3-11-17-0-22*2-29-27-16-7-20-24*,18.12464929,286,0,2
132,21-5-6-16-28-25-22*25-11-17-19-0-28*10-2-27-7-16-28*1-3-23-14-11-17-12-19*7-25-22-0-18-12-8*14-20-7-25-0-22-17*9-1-3-24-4-14*10-15-6-13-18-22-0-26*10-29-2-15-5-21*9-1-14-11-17-22-0-18*5-21-15-10-27-7-24*4-24-20-7-16-28-25*,18.72767126,262,0,2
133,12-19-17-11-14-20-24*2-27-7-20-24-1-3*18-0-22-17-28-7-27*16-27-7-20-14-23-24*24-4-7-27-16-28-25*7-16-27-10-15-21*11-25-22-17-12-8-19*6-15-10-29-2-27*11-17-22-0-18-13-6-21*1-3-23-9-14-20-24*11-25-28-16-6-5-21*26-0-18-22-25-7-27-29*,18.62137596,263,0,2
