Nr,R_x,f_1,f_2,Generation,Rank
40,42-15-49-26-16-10-55-20-43-50-23-69*4-25-34-35-51-56-8-26-1-11*39-18-54-19-22-33-20-17-9-68*26-30-63-6-35-64-52-8-56-28*1-16-10-20-33-22-38-19-66-48-29*5-54-36-45-58-64-52-10-16-1-31*2-50-13-22-45-41-12-4-40-46-7*3-38-22-33-20-55-16-1-49-15*2-50-13-22-45-41-12-25-4-53*57-25-4-53-47-6-56-28-8-26-16-1-59*16-26-8-56-51-35-34-41-27-67*62-30-26-8-51-41-45-36-54-5-65-37-32*60-14-44-61-17-59-1-26-30-24-21*0-69-38-36-45-41-25-12-4-53*48-3-66-19-38-36-45-34-35-6-63*,28.95104793,605,0,3
41,68-59-17-20-33-22-38-19-54-5-65*14-2-50-13-22-45-41-12-4-7-46*49-26-8-51-35-34-41-25-27-67*21-6-35-34-41-45-36-54-5-37*31-11-9-59-17-20-33-22-38-19-18*32-5-54-36-45-58-35-51-8-26-62-42*39-18-54-36-45-41-34-35-51-56-28*24-30-26-16-10-20-43-50-23-69-0*37-65-5-54-38-22-33-43-61-60-44*26-8-51-35-34-45-36-19-66-48-3*29-23-50-43-17-59-1-16-26-30-24*7-53-47-6-56-8-26-30-24-21*15-49-26-8-51-34-41-45-36-19*50-43-20-55-10-16-26-30-24-63-6-35-57*20-52-64-51-34-25-4-7-40-46*,29.04947123,594,0,3
42,3-38-22-33-20-55-16-1-49-15*3-23-50-43-20-55-10-16-26-49-15*4-25-57-35-64-52-20-17-61-44-60-14*24-21-63-6-35-34-45-36-38-66-48-29*28-8-56-51-58-45-36-54-5-37*28-8-56-6-35-34-25-12-4-7-53-47*42-62-21-63-6-35-57-34-45-36-54-65*31-11-9-59-17-20-33-22-38-19-65*24-30-26-8-52-64-58-45-36-54*28-8-51-34-41-45-36-54-18-39*46-40-7-4-25-27-67-5-37-65*13-43-17-50-2-0-23-69-38-22*4-12-41-34-35-51-8-26-1-11*32-54-19-38-22-33-20-17-59-9-68*24-63-6-35-58-45-36-38-19-66-48*,29.12412715,588,0,3
43,11-1-26-8-28-56-6-47-53-46*31-11-68-9-17-20-33-22-38-19-54-65-39*15-49-26-8-28-56-51-34-41-27*40-4-25-34-35-51-8-26-1-9-68*37-5-54-36-45-41-34-51-8-26-49-62-24*12-41-58-34-45-22-38-36-54-5-67-27-25-57*7-4-12-41-58-64-52-55-17-60*44-14-2-50-43-20-55-10-16-26-49-42*21-63-6-35-34-45-36-38-69-29-66*15-49-26-8-52-64-58-45-36-38*48-3-69-23-50-43-17-59-9-68*32-18-54-19-38-22-33-43-61-60*56-28-8-51-64-52-10-16-26-30-63*0-2-50-13-22-45-41-12-25-4-7*37-5-54-19-38-36-45-58-64-52*,28.44039727,613,0,3
44,23-69-38-36-45-41-12-4-7-40-46*0-2-50-43-20-55-10-16-26-30-24*11-9-17-20-33-22-19-54-18-39*53-47-6-56-28-8-26-1-9-68-59*0-3-23-2-50-43-61-17-44-60-14*32-18-54-36-45-58-64-52-8-26-49-42*23-69-38-36-45-41-34-35-6-47*26-16-10-55-20-43-50-23-69-48-66*31-1-26-30-24-21-63-6-47-53*24-21-63-6-35-57-34-41-27-67*29-19-38-36-45-34-35-51-8-26-49*15-62-21-6-35-34-41-45-36-54-5-37-65*40-4-25-34-35-64-52-20-17-60*14-2-50-13-22-45-41-25-4-40*26-8-51-34-41-45-36-54-18-39*,28.46047857,610,0,3
45,43-13-33-22-45-36-38-69-23-50*2-50-43-20-55-10-16-26-30-62*16-10-52-64-58-45-36-54-18-39*49-26-8-56-51-35-34-45-36-54-32*4-12-25-34-35-51-8-26-49-11*57-25-4-12-41-58-64-52-20-17-61-44-14*53-47-6-56-28-8-10-55-17-61-60*38-22-33-20-10-16-1-49-15-42*31-11-9-59-17-20-33-22-38-54-66-3-0*21-63-6-35-58-45-36-54-5-37*9-68-59-10-52-64-58-41-27-67*42-15-49-26-8-52-64-58-45-36-54-65-19*6-35-41-12-25-4-53-47-7-40-46*31-11-68-9-17-50-23-29-48-39*21-24-30-63-6-47-53-7-40-46*,28.60511274,608,0,3
46,2-50-43-20-55-10-28-56-6-47*23-50-43-17-10-16-26-30-24-63*2-50-43-17-10-16-26-30-24-63*7-4-25-41-45-36-38-19-66-48-29-3*42-49-26-8-51-34-41-45-36-54-65-39*0-50-13-33-58-64-51-35-6-47-40*4-12-25-34-35-51-8-26-1-11*53-47-6-63-24-30-26-1-9-68*11-9-59-17-20-33-22-38-19-54*2-0-23-69-66-19-38-22-33-50*62-21-6-35-57-34-45-36-54-5-65-37-67-27*4-12-41-34-51-56-8-26-1-31*32-5-18-54-36-45-58-64-52-8-26-49-15*7-47-6-56-8-10-55-17-61-44-60*46-7-4-25-41-58-64-52-20-17-61-14*,28.19475436,622,0,3
47,2-50-33-22-45-41-25-4-40-46*2-50-13-33-22-45-41-12-4-53*30-26-8-51-34-41-45-36-54-18-39*48-66-19-38-36-45-41-25-4-53*47-7-4-25-12-41-45-36-38-69-23-50-43-20-55-10-28*31-11-9-17-50-23-69-29-48-39-32*24-63-6-35-34-41-45-36-54-5-37*27-41-35-51-64-52-20-17-61-60-44*42-62-26-8-51-35-34-41-27-67*27-67-5-54-18-19-38-36-45-41-57*5-54-36-45-34-51-56-8-26-1-31*15-49-26-8-52-64-58-45-36-54-18-65*0-3-66-38-36-41-12-4-7-40-46*14-61-17-59-1-16-26-30-24-21*5-54-19-38-22-33-20-17-59-9-68*,28.29834854,618,0,3
48,53-47-6-56-8-10-17-61-44-60*14-2-50-33-58-41-25-12-4-7-40*24-63-6-35-57-34-45-36-54-18-65*16-10-55-52-64-58-45-36-54-18*9-1-26-8-28-56-6-47-7-40-46*42-62-49-26-8-51-35-34-41-27-67*25-12-41-34-45-22-38-36-54-5-67-27*13-33-58-35-6-56-8-26-49-15-62-24-63*30-26-16-10-55-20-43-50-23-69-29*18-54-36-45-34-35-51-56-8-26-49*37-5-18-54-36-45-34-35-51-8-26-30*39-48-66-19-38-22-33-20-55-10-16-26-62*59-17-20-33-22-38-19-54-5-67*3-0-50-17-55-10-16-26-30-24-21*31-11-9-68-59-17-20-33-22-38-54-32*,28.21825696,620,0,3
49,65-39-18-54-36-41-25-4-7-40-46*15-49-26-16-10-52-64-58-45-36-41-57*59-11-31-1-16-10-8-56-6-47-7-40*1-26-8-51-35-34-41-25-27-67*21-6-35-34-45-36-19-66-3-48*15-49-26-8-51-35-34-45-36-54-18-32*0-2-50-43-20-55-10-16-26-30-62-42*1-26-8-52-64-58-45-36-54-18*46-40-7-53-47-6-56-8-26-1-68-9*0-50-43-17-10-16-26-30-24-63*31-1-16-10-20-33-22-38-54-18-39*0-69-38-36-45-41-12-4-7-40*28-10-17-60-61-43-33-22-38-54-5-37-67*40-7-47-6-56-8-55-17-61-44-14*13-50-23-29-69-3-38-36-45-34-35-6-63*,28.16150703,634,0,3
50,66-19-38-36-45-34-35-6-63-21-24*39-18-54-36-45-41-25-4-40-46*7-46-40-47-6-63-24-30-26-1-68*67-18-54-36-45-41-35-51-8-26-30*27-12-41-34-35-51-8-26-16-1-31*10-55-52-64-58-45-36-54-18-32*14-2-50-13-20-55-17-60-44-61*0-50-43-17-10-16-26-30-24-21*3-69-23-50-43-20-55-10-16-26-62-42*39-18-54-36-45-34-57-35-51-56*5-54-36-45-41-34-57-35-6-63*11-15-49-26-16-10-17-50-23-69-29-48*28-8-56-51-34-45-36-54-5-37-65*9-68-1-16-26-8-56-6-47-40-53*37-5-54-38-22-33-20-17-59-9-68*,30.93091991,579,0,4
51,62-42-30-15-49-26-8-52-64-58-45-36-54-18-65*7-4-25-34-51-64-52-20-17-61*0-50-43-20-52-8-28-56-6-47*5-37-67-27-25-12-4-7-40-46*14-44-17-55-8-28-56-6-47-53*39-32-18-19-38-22-33-20-17-59-9-68*16-10-55-20-33-22-38-19-66-48*46-40-4-25-41-45-36-38-66-48-29*31-9-68-1-26-8-51-34-41-27-67*36-45-58-64-52-55-10-59-9-68-11*46-40-4-25-41-45-36-38-66-48*24-63-6-35-57-34-45-36-38-66*2-0-23-69-66-19-38-22-33-50-13*3-66-19-36-45-34-35-6-63-21*40-4-25-34-58-64-52-20-17-60*,29.83410083,585,0,4
52,30-26-8-51-34-45-36-38-19-66-48*9-68-59-10-52-64-58-41-27-67*37-5-54-19-38-22-13-43-61-60-14-44*0-50-43-20-55-10-16-1-49-15*11-1-26-8-28-56-6-47-7-40-46-53*24-30-62-49-1-26-8-56-6-47*16-10-52-64-58-45-36-54-18-65-39*31-11-9-68-59-17-20-33-22-38*21-6-35-34-45-36-19-66-3-48-29*3-66-38-36-45-58-35-6-63-24*8-52-64-58-45-36-38-19-66-48*42-30-26-16-10-55-20-43-50-0-69*32-54-36-45-41-34-57-35-6-63*23-2-0-69-38-36-45-41-25-12-4-7*8-28-56-51-34-35-6-63-30-26*,29.75947087,587,0,4
53,11-59-17-20-33-22-38-19-54-18-32*47-6-56-28-8-10-55-17-61-60-44*3-66-38-36-45-34-57-35-6-63-21*4-25-27-41-36-54-18-5-37-67*38-19-22-33-20-55-10-16-26-49-62-42*31-1-26-8-28-56-6-47-7-40-46-53*68-11-9-59-17-20-33-22-38-19-18-39*23-50-43-17-10-55-16-26-30-24*0-50-43-17-55-10-16-26-30-24*14-2-50-13-33-58-34-25-4-40-46*64-52-20-17-50-23-69-38-36-45-41-34-35-6-47*15-49-26-16-10-20-43-50-23-69-29*63-6-35-34-45-36-54-18-5-65*12-25-41-34-35-51-8-26-1-31*7-4-25-41-45-36-38-19-66-48*,28.97675698,606,0,4
54,5-18-54-38-22-33-20-17-59-9-11*62-26-8-51-35-34-45-36-54-5-65-32*13-50-23-69-38-36-41-25-4-7-40-46*42-15-49-26-16-10-20-33-22-19-66-48-39*0-3-66-38-36-41-12-4-7-40-46*68-1-26-8-51-34-45-36-54-5-65*23-50-43-17-10-55-16-26-30-24-21*29-3-66-19-38-36-45-58-64-52*5-18-54-19-38-22-33-43-61-60*14-44-61-17-55-8-28-56-6-47*7-4-12-25-34-51-8-26-1-31*48-66-19-38-36-45-41-25-4-53*37-65-5-67-27-25-4-7-40-46*29-23-50-43-20-55-16-26-49-15-42*2-50-43-20-55-10-16-26-30-63-6-35-57*,29.10005347,598,0,4
55,6-56-8-26-49-15-42-62-24-63*28-8-52-64-58-45-36-54-5-37*44-14-2-50-33-58-34-41-25-4-7-40-12*2-50-13-33-22-45-41-25-4-53-46*7-53-47-6-56-8-26-30-24-63-21*1-26-16-10-55-20-33-22-38-66*39-32-5-54-36-45-41-34-35-51-8-26*48-66-19-38-36-45-34-57-35-6-63*53-47-6-56-28-8-10-55-17-60*11-59-17-20-33-22-38-19-54-18*65-54-38-22-33-20-17-59-9-68*31-11-68-9-59-17-43-50-23-69-0*11-1-26-8-56-51-35-41-27-67*7-4-25-57-51-64-52-20-17-60-61*29-3-69-23-50-43-20-55-16-26-30*,29.06923584,599,0,4
56,21-63-6-35-34-45-36-54-5-65*37-5-54-36-45-34-35-51-8-26-49-42*29-3-69-23-50-43-17-59-9-68*18-54-36-45-41-51-8-26-49-15-42*59-17-20-33-22-38-19-54-5-65*7-47-6-63-24-30-26-1-9-68-11*67-18-54-36-45-41-34-51-8-26-30*4-25-57-35-51-8-26-16-9-68*49-26-16-55-52-64-58-45-36-54-32-39*0-2-50-13-22-45-41-12-25-4-53*37-65-5-54-36-45-34-51-8-26-62*27-41-34-35-51-56-8-26-1-31*53-47-6-56-8-10-17-61-44-60-14*42-15-49-26-16-10-20-33-22-38-66-48*1-26-8-28-56-6-47-7-40-46*,29.30062767,592,0,4
57,5-54-19-22-33-20-17-59-9-68-11*46-53-47-6-56-8-10-55-17-61*39-18-54-36-45-58-51-35-6-47-40*2-50-33-22-45-41-12-25-4-7*5-18-54-38-22-33-20-17-59-9*3-66-38-36-45-41-34-35-6-63-30*4-25-34-35-51-8-26-1-9-68*0-23-2-50-43-61-17-44-60-14*3-69-23-50-43-17-59-68-9-11-31*4-25-27-41-36-54-18-5-37-67*24-21-63-6-35-34-45-36-54-18-32-65*26-8-52-64-58-45-36-38-19-66*29-69-23-50-43-20-55-10-16-26-62*42-15-49-26-16-10-52-64-58-45-36-22-13*28-56-6-35-57-34-45-36-38-19-66-48*,29.25363805,594,0,4
58,21-6-35-34-41-45-36-54-5-37*15-49-26-16-55-52-64-58-45-36-54-18*1-26-8-28-56-51-34-41-27-67*46-40-47-6-56-28-8-26-1-68*24-63-6-35-34-45-36-54-18-32-39*2-0-69-3-66-19-38-22-33-50-13*7-4-25-41-35-64-52-20-17-60*26-8-56-51-41-45-36-54-18-39*14-44-61-17-20-10-16-26-30-24*28-8-51-35-34-45-36-38-66-48*1-16-26-30-24-21-63-6-47-53-4-25-57-41-12*11-68-9-59-17-20-33-22-38-54*42-15-49-1-16-55-20-43-50-23-29*31-11-68-9-59-17-43-50-23-69-29*62-26-8-51-35-41-45-36-54-18-32-65*,29.19511258,595,0,4
59,62-49-1-16-55-20-43-50-23-69-0-2*37-5-54-36-45-58-64-52-8-26-62-15*6-35-57-34-45-36-38-19-66-48-29*21-63-6-35-34-41-45-36-38-19-66*18-38-36-45-58-64-52-8-26-49*24-63-6-35-57-34-41-45-36-54*46-7-4-12-41-58-64-52-20-17-60-44*65-39-18-54-36-45-34-51-35-6-47*18-54-36-45-41-35-51-8-26-49-42*31-11-9-59-17-20-33-22-38-19-54-32*62-49-26-8-51-35-34-41-27-67*40-7-47-6-56-8-26-1-9-68*7-4-25-57-35-51-64-52-20-17-61-14*6-63-30-26-1-16-10-28-8-56*13-50-23-69-3-66-38-36-41-25-4-53*,28.51183956,611,0,4
60,2-50-43-17-55-10-16-26-30-21*31-11-9-68-59-17-43-50-23-69*7-4-25-57-51-64-52-20-17-61-60*15-49-26-8-56-51-35-34-45-36-54-66-48*28-56-6-35-57-34-41-12-25-4-53-47-7*40-7-47-6-56-8-26-1-9-68*32-37-65-5-67-27-25-4-7-40-46*21-63-6-35-34-41-45-36-38-69-0-3-29*11-9-17-20-33-22-38-54-18-65-39*13-20-52-64-58-41-25-4-7-40-46*7-47-6-63-24-30-26-1-9-68*19-38-22-33-20-55-10-59-9-68*26-8-10-16-1-49-62-30-15-42*7-4-25-12-41-34-58-33-50-2-14*14-44-61-17-10-55-16-26-30-24*,28.51870811,610,0,4
61,9-68-59-10-55-52-64-58-45-36*32-18-54-36-45-58-64-52-8-26-49-42*16-55-20-33-22-38-19-54-5-65-37*48-29-3-66-38-22-33-20-10-16-26-49-15*7-47-6-56-28-8-26-1-68-9*46-40-7-47-6-56-8-26-1-9-68*67-5-54-36-45-58-64-52-8-26-16*2-50-13-33-58-34-25-4-7-40-12-27*0-2-50-43-20-55-10-16-26-30-21*60-14-44-61-17-10-28-8-56-6-47-53*3-69-23-50-43-17-59-9-11-31*11-49-1-26-8-56-6-47-40-46*23-69-38-36-45-34-57-35-6-63*0-69-38-36-45-41-25-4-7-46*39-18-54-36-45-34-51-8-26-30-62-24*,28.86724952,608,0,4
62,0-50-43-20-55-10-16-1-49-15*27-12-41-34-57-35-51-8-26-49-15*40-4-25-57-35-64-52-20-17-60-14*3-66-38-36-45-41-34-35-6-47*0-69-38-36-45-41-12-25-4-7*30-26-8-51-35-34-45-36-19-66-48*29-3-69-23-50-43-20-55-10-16-26*15-49-1-16-10-55-20-43-50-23-2*67-37-5-54-38-22-33-20-17-59-9-68*62-24-30-26-16-10-55-20-17-61-44*46-53-47-6-63-24-30-26-1-9-68*7-47-6-56-28-8-26-1-9-68-11*24-21-63-6-35-34-41-45-36-54-32*42-15-49-26-8-51-41-45-36-54-65-18-39*31-1-16-26-8-51-35-34-45-36-22-13-33-58*,28.61631632,609,0,4
63,40-4-25-57-51-64-52-20-17-60-14*3-23-50-43-20-55-16-26-49-15-42*36-45-58-64-52-55-10-16-9-68-11*29-66-19-36-45-34-57-35-6-47*49-26-8-28-56-51-35-41-27-67*53-47-6-56-8-10-17-61-44-60*15-49-26-16-10-20-43-50-23-69-29*37-5-54-19-38-22-33-20-17-59-9*2-0-23-50-43-20-10-16-1-26-30-24-62*31-1-26-8-56-51-34-45-36-54-32*1-26-8-28-56-51-34-41-27-67*63-21-30-26-16-10-55-20-33-22-19-38-18*30-26-8-51-35-34-45-36-19-66-48*39-65-19-38-22-33-20-17-59-9-68*46-7-4-12-41-36-38-19-66-69-23-50-13*,28.37988859,618,0,4
64,48-39-18-54-36-45-41-34-51-8-26-62*7-4-25-12-41-34-58-33-50-2-14*15-49-26-8-51-35-57-34-41-27*14-44-17-10-28-8-56-6-47-53*6-56-51-35-57-34-25-4-53-47-7*0-69-38-36-45-41-25-12-4-53*16-26-8-56-51-35-34-41-27-67*37-5-54-19-38-22-33-20-17-59-9-11-68*31-1-26-8-56-6-47-53-7-40-46*21-63-24-30-26-8-56-6-47-53*4-25-57-35-64-52-20-17-61-44-60*66-29-23-50-43-20-55-10-16-26-49-42*13-50-23-69-3-38-36-45-41-25-4-53*31-1-26-8-52-64-58-45-36-54-32-65*5-54-38-36-45-34-35-6-63-24*,28.35816672,627,0,4
65,2-0-23-69-38-36-41-25-4-7-46*39-18-54-36-45-34-51-35-6-47*47-53-4-25-34-35-6-56-28-8-52-64-58-33-13*47-40-46-7-4-12-25-34-35-6-56*42-62-24-63-6-35-57-34-45-36-38-66-48-29*21-63-6-35-57-34-45-36-54-18-39*4-12-25-34-35-51-8-26-1-11*15-49-26-8-51-34-45-36-54-5-65-37*32-65-54-38-22-33-20-17-59-9-68*4-25-34-35-51-64-52-20-17-60*31-1-16-26-8-51-35-34-41-27-67*11-9-59-17-20-33-22-19-54-18*15-49-26-16-10-55-20-43-50-23-69*7-4-25-34-51-64-52-20-17-61-14-44*24-30-26-16-10-20-43-50-0-69-3*,28.22076452,633,0,4
66,32-39-18-54-36-45-58-64-52-8-26-49-15-42*14-44-61-17-55-8-28-56-6-47*7-4-12-41-36-38-19-66-69-23-2-50-13*47-53-4-25-34-35-6-56-28-8-52-64*48-29-69-23-50-43-20-55-10-16-26-30*3-19-38-22-33-20-10-16-26-1-31*12-41-58-34-45-22-38-36-54-5-67-27*9-68-1-26-8-51-34-41-27-67-37*31-1-26-8-56-51-35-34-45-36-41-57*30-26-8-51-35-34-45-36-54-18-65*21-62-24-30-26-16-10-55-20-17-61-44-60*46-40-7-47-6-56-8-26-1-9-68*11-68-9-59-17-20-33-22-38-54*46-40-4-25-41-58-64-52-20-17-61*0-50-43-20-55-10-16-26-30-24-63*,28.16499582,638,0,4
67,2-50-13-33-22-45-41-25-4-53*21-63-6-35-34-41-45-36-38-69-23-29-3*33-58-64-52-55-10-20-13-50-43*1-26-8-51-35-41-45-36-54-5*60-14-44-61-17-55-10-16-26-30-63*28-8-51-35-34-45-36-38-66-48*1-26-8-51-35-58-45-36-54-5*2-50-43-20-10-16-26-49-15-42*32-65-37-67-27-25-4-7-40-46*47-6-56-8-26-30-62-24-21-63*9-68-11-1-26-8-56-6-47-53*25-57-34-41-45-22-38-36-54-5-67-27-12*28-8-51-35-34-45-36-38-66-48*31-9-59-17-20-33-22-38-19-18-39*63-6-35-34-45-36-38-19-66-69-0*,31.00269966,582,0,5
68,7-53-47-6-56-28-8-26-1-68-9-11-15*38-36-45-58-64-52-10-16-26-49-42*19-38-22-33-20-55-10-16-26-30*0-2-50-43-17-55-10-16-26-30-21-24*26-8-51-35-34-45-36-54-18-65*31-1-16-10-52-64-58-45-36-54-32-39*63-6-35-34-45-36-38-19-66-69-23*27-67-5-54-66-19-38-36-45-41-57*14-2-50-13-20-55-10-17-60-61-44*59-1-16-55-20-33-22-38-66-3-48-29*18-54-36-45-41-35-51-8-26-62*37-65-5-54-19-22-33-43-61-60*12-27-41-34-35-51-56-8-26-1-31*46-40-7-4-25-27-67-37-5-65*30-26-16-10-55-8-28-56-6-47*,30.28806907,586,0,5
69,39-18-38-22-33-20-17-59-9-68*0-50-43-17-10-55-16-26-30-24*7-4-12-41-45-22-33-13-50-2-14-61*32-18-54-36-45-58-35-51-8-26-30-15-11*20-52-64-58-34-25-4-7-40-46*25-12-41-58-34-45-36-54-5-67-27*1-16-26-30-24-21-63-6-47-53*1-26-8-51-35-34-45-36-54-18*12-41-34-57-35-51-8-26-1-31*26-30-63-6-35-64-51-56-8-28*48-3-69-23-50-43-20-55-10-16-26*37-65-5-54-36-45-58-64-52-55*4-12-25-27-41-36-54-5-37-67*53-47-6-56-28-8-10-55-17-60-44*62-42-49-26-8-51-34-45-36-38-19-66-29*,29.82164087,587,0,5
70,29-69-23-50-43-20-55-16-26-49*38-36-45-34-51-8-26-49-15-42-62*0-50-43-17-10-55-16-26-30-24*47-53-7-40-4-12-25-34-35-6-63*27-41-34-35-51-8-26-1-9-68*30-26-8-51-35-34-45-36-54-18-32-65*9-68-59-10-55-52-64-58-45-36-19*11-1-26-8-28-56-6-47-7-40-46*49-1-26-8-51-35-34-41-27-67*9-68-59-17-20-33-22-38-54-32-39-48*31-1-26-8-51-34-45-36-54-5-37*57-58-33-50-43-20-55-10-16-26-30-24-63-21*2-0-23-69-3-66-38-22-33-50*24-30-26-16-10-55-20-17-61-44*14-2-50-13-20-10-55-17-60-61*,29.81420643,589,0,5
71,5-65-54-36-45-34-35-6-63-24*46-40-7-4-25-27-67-37-5-65*61-44-17-10-28-8-56-6-47-53-46*31-1-26-8-28-56-6-47-7-40*37-5-54-19-22-33-20-17-59-9-68*60-14-2-50-13-22-45-41-12-4-7-46*11-59-17-20-33-22-38-19-54-18*62-15-49-26-8-51-35-34-41-25-27-67*46-40-47-6-56-28-8-26-1-68*21-24-30-26-16-10-17-43-50-23-29-3*36-45-58-64-52-55-10-16-9-68*37-65-5-67-27-25-4-7-40-46*42-15-49-26-16-10-55-20-33-22-38-19-66-48-39-32*16-26-8-51-35-57-34-41-27-67*0-69-19-38-22-33-20-55-10-16-1-31*,28.98448735,606,0,5
72,27-41-34-58-64-52-20-17-61-60-14-44*31-1-26-8-51-41-45-36-54-65*2-50-43-20-55-10-16-1-26-30-62*2-50-13-22-45-41-12-4-7-46*47-53-7-46-40-4-25-34-35-6-63*9-68-11-1-26-8-56-6-47-53*1-16-10-20-33-22-38-66-3-48-29*30-26-8-51-58-45-36-38-19-66*4-12-25-27-41-36-54-5-37-67*0-23-69-3-38-36-45-34-35-6-47*36-45-58-64-52-55-10-16-9-68*32-18-19-38-22-33-20-17-59-9-68*28-10-59-11-9-17-20-33-22-38-19-18-39*2-50-43-20-55-10-16-26-49-15-42*24-21-63-6-35-57-34-45-36-54-65*,29.08923927,599,0,5
73,18-54-38-22-33-20-17-59-9-68*18-54-36-45-58-64-52-8-26-49-15-42*0-69-23-2-50-43-61-17-44-60-14*2-50-43-17-10-16-26-30-24-21-63*47-53-7-40-4-12-25-34-35-6-56-51*28-8-56-51-35-34-45-36-54-18-39*12-41-34-35-51-56-8-26-49-15*37-5-54-19-38-22-33-43-61-44*62-15-49-26-8-51-34-41-45-36-38*4-25-57-35-51-8-26-1-68-9-31-11*4-25-12-41-45-22-13-50-2-14*30-26-16-10-55-20-43-50-0-69-29-3*9-68-1-26-8-56-6-47-53-40*32-65-5-67-27-25-4-7-40-46*42-15-49-26-16-10-20-33-22-38-66-48*,29.36403848,592,0,5
74,9-68-59-17-20-33-22-38-19-54*9-68-1-26-8-56-6-47-40-46*31-1-16-55-52-64-58-45-36-54-5-37*12-27-41-34-35-51-64-52-20-17-60*40-7-53-47-6-56-28-8-26-49-15*42-24-63-6-35-34-45-36-38-19-66-48-29-3-23-69*11-9-59-17-20-33-22-38-54-5-37*9-17-20-33-22-38-19-54-18-39*1-16-10-52-64-58-45-36-54-18-32*60-61-43-13-22-38-54-5-37-67-65*0-2-50-43-17-10-16-1-26-30-24-62*14-44-61-17-10-55-16-26-30-24*46-40-7-4-25-34-51-8-10-59*5-54-36-45-41-34-57-35-6-21*21-24-30-26-16-10-55-20-17-61*,29.23778275,595,0,5
75,65-5-54-36-45-34-35-51-56-8-26*63-6-35-34-45-36-38-66-3-69*2-50-43-20-55-10-16-26-49-15-42*9-68-11-59-17-20-33-22-38-19-54-18-67-27*37-18-54-36-45-41-34-57-35-6-21*14-44-61-17-10-8-28-56-6-47*2-50-43-17-10-16-26-30-24-21*26-8-51-35-58-45-36-54-18-32*4-25-57-35-51-64-52-20-17-44*53-4-25-34-35-51-64-52-20-17-60*31-1-26-16-10-20-33-22-38-66*39-48-66-19-38-36-45-34-57-35-6-63*4-12-25-34-35-51-8-26-49-15-62*23-0-50-33-22-13-20-17-61-14-2*29-3-38-36-45-41-25-4-7-40-46*,29.20507536,597,0,5
76,0-50-43-17-10-16-26-30-24-63*30-26-8-51-35-34-45-36-54-5-37*1-26-8-28-56-51-34-41-27-67*31-11-59-17-20-33-22-38-19-54-32-65*39-48-29-3-66-38-36-45-34-35-6-21-24*37-5-18-54-38-22-33-20-17-59*46-7-4-25-41-58-64-52-20-17-61-44-60*7-47-6-56-8-55-10-59-9-68*35-6-56-8-26-49-15-30-24-63*47-6-35-34-57-25-4-40-7-53*62-30-26-8-52-64-58-45-36-38-69-23-50-13*0-50-43-20-10-16-26-49-15-42*12-27-67-5-54-19-38-36-45-34-41*37-5-54-19-38-22-33-20-17-59-68*14-2-50-43-20-55-10-28-56-6-47*,28.54934404,615,0,5
77,40-47-6-56-28-8-26-1-9-68*11-31-1-16-10-20-33-22-38-19-54-18-32*3-23-50-43-20-55-10-16-26-49-42*21-63-6-35-34-45-36-54-18-5-65-37*24-62-30-26-8-51-35-34-41-25-27-67*66-19-38-22-33-20-17-59-9-68*4-25-57-51-64-52-20-17-61-60*6-56-51-34-25-12-4-7-53-47*14-44-61-43-50-2-0-69-29-23*46-7-4-25-12-41-45-36-19-66-48*36-45-58-64-52-8-26-49-15-42*13-50-0-69-38-36-45-41-12-4-7-40*47-53-7-4-25-34-35-6-56-8-51*39-32-54-36-45-41-51-8-26-49-15-42*3-23-50-43-20-55-10-16-26-49-15*,28.86057305,610,0,5
78,2-0-69-3-66-19-38-22-33-50*4-12-25-34-35-51-8-26-49-11-68-59-10-28*53-47-6-56-8-55-17-61-44-60*31-11-9-17-20-33-22-38-19-54*67-27-41-34-58-64-52-20-17-61-44*3-23-50-43-20-55-10-16-26-49-15*7-46-40-47-6-56-8-26-30-21-63-24*7-4-12-25-41-34-58-33-50-2-14*14-44-60-61-43-50-2-0-69-23-29*1-16-55-52-64-58-45-36-54-18-32*33-22-13-50-43-20-52-64-51-58-57*19-38-22-33-20-10-16-26-49-15-42-62*37-65-5-54-38-22-33-43-61-60*26-8-51-35-41-45-36-54-18-39-48*15-49-26-16-10-52-64-58-45-36*,28.8404606,613,0,5
79,0-50-43-20-55-10-16-26-49-15*29-3-69-23-50-43-20-55-10-16-26-62*46-40-7-4-12-41-58-33-43-61-60*37-5-54-36-45-58-51-8-26-49-15-42*53-47-6-56-28-8-10-55-17-61-43-13*18-54-19-22-33-20-17-59-9-68*32-18-54-36-45-41-35-51-8-26-62*63-6-35-57-34-45-36-54-5-65-67-27*18-54-19-38-36-45-34-35-6-63*40-47-6-56-28-8-26-1-9-68-11-31*4-25-57-35-64-52-20-17-61-44*24-21-63-6-35-34-45-36-38-66-48*46-40-4-25-41-45-36-19-66-48*14-2-50-33-58-41-12-25-4-7-40*30-26-8-51-34-41-45-36-54-18-39*,28.86773234,609,0,5
