Nr,R_x,f_1,f_2,Generation,Rank
22,21-63-6-35-34-45-36-38-66-48*40-7-4-25-12-41-34-58-33-50*1-26-8-51-35-34-41-25-27-67*39-18-54-36-45-34-57-35-51-56*32-18-54-19-38-22-33-43-61-60*14-44-17-10-8-28-56-6-47-53*29-3-66-19-36-45-34-57-35-6*41-34-35-51-8-26-1-9-68-59*13-20-52-64-58-45-36-54-18-5*39-18-54-36-45-41-25-4-7-46*52-64-58-45-36-38-19-66-3-69*62-49-1-26-8-51-35-34-41-27*36-45-58-64-52-10-16-26-49-15*31-11-9-17-20-33-22-19-54-5-65-37*23-0-2-50-43-17-10-55-16-26-30-24-42*,29.4973912,542,0,0
23,36-45-58-64-52-8-26-49-15-42*39-18-54-36-45-58-64-52-8-26-49-11*4-25-34-35-51-8-26-16-9-68*5-54-36-45-58-64-52-8-26-49*31-1-26-8-56-51-35-34-45-36-41-57*46-40-4-12-41-58-64-52-20-17-61-60*7-47-6-56-28-8-55-17-61-44*21-63-6-35-34-41-45-36-54-65*0-23-69-38-36-45-41-25-12-4-53*21-24-30-62-49-26-8-56-6-47*16-10-55-20-33-22-38-19-66-48*16-10-52-64-58-45-36-54-32-37*14-2-50-13-22-45-41-12-4-7*29-3-69-23-50-43-20-10-16-26*59-10-55-52-64-51-35-41-27-67*,28.21913954,578,0,0
24,25-4-7-47-6-56-8-55-10-59-9-68*30-26-16-10-55-20-33-22-19-38*29-3-69-23-50-43-20-55-16-26*54-36-45-41-35-51-8-26-49-42*31-11-1-26-8-52-64-58-45-36*28-8-51-64-52-10-16-26-30-63*69-38-36-45-41-12-4-7-40-46*2-50-13-33-22-45-41-12-4-53*14-44-61-17-20-10-16-26-30-24*36-45-58-64-52-8-26-30-62-15*32-18-54-19-38-22-13-43-61-60*8-51-34-45-36-38-19-66-48-39*0-50-43-17-10-16-26-30-24-21-6-35-57-41-27-67*24-30-26-16-10-55-20-17-61-44*16-55-20-33-22-38-54-5-65-37*,28.43722517,569,0,0
25,26-16-10-55-20-33-22-38-19-3*31-1-26-8-28-56-6-47-53-40*13-33-22-45-36-38-69-0-2-50*37-5-54-36-45-58-64-52-8-26*2-50-43-20-55-10-16-1-26-30*0-69-38-36-45-41-12-25-4-53*14-44-17-10-8-28-56-6-47-53*54-19-22-33-20-17-59-9-68-11*42-15-49-26-8-51-35-34-41-27-67*26-16-10-20-43-50-23-69-29-48*2-50-43-17-10-16-26-30-24-62*21-24-30-26-16-10-17-61-60-44*17-20-33-22-19-54-65-39-18-66*32-54-36-45-41-34-57-35-6-63*46-40-7-4-25-41-58-33-43-61*,28.95788534,558,0,0
26,27-41-34-58-64-52-20-17-61-60*46-40-53-47-6-56-28-8-10-59*32-39-18-54-36-45-58-51-35-6*23-2-0-69-3-66-19-38-22-33*29-48-66-19-36-45-34-35-51-8-26-62*4-25-12-41-45-22-13-50-2-14*7-4-12-25-41-34-57-35-6-47*2-50-43-20-55-10-16-26-30-24*63-21-24-30-26-16-10-17-61-60-44*5-18-54-36-45-58-64-52-10-16*68-9-11-31-1-26-8-51-41-45-36-54-5*49-26-16-10-55-20-33-22-19-66*37-65-5-54-19-22-33-43-61-60*22-33-20-55-10-16-26-49-15-42*12-25-27-41-36-54-18-5-37-67*,29.33684462,547,0,0
27,37-65-54-38-22-33-20-17-9-68*26-16-10-55-20-33-22-19-66-48*57-35-6-21-24-30-26-16-10-55-20-17-61-60*5-54-36-45-34-35-51-8-26-62*23-50-43-20-55-10-16-26-49-42*32-39-18-54-36-45-58-64-52-10-16-1-31*2-50-33-58-34-41-12-4-7-40*9-68-1-26-8-56-51-41-27-67*3-29-69-23-50-43-17-10-16-26-62-15*47-6-56-8-55-10-17-61-44-14*13-50-0-23-69-38-36-41-25-4*11-1-26-8-56-6-47-53-7-40-46*9-68-59-10-28-8-56-6-47-53*63-24-30-26-16-10-20-43-50-23*28-8-56-6-35-34-25-12-4-40*,27.84489946,599,0,0
28,21-63-6-35-34-45-36-38-66-48*40-7-4-25-12-41-34-58-33-50-2*1-26-8-51-35-34-41-25-27-67*39-18-54-36-45-34-57-35-51-56*32-18-54-19-38-22-33-43-61-60*14-44-17-10-8-28-56-6-47-53*29-3-66-19-36-45-34-57-35-6*41-34-35-51-8-26-1-9-68-59*13-20-52-64-58-45-36-54-18-5*39-18-54-36-45-41-25-4-7-46*52-64-58-45-36-38-19-66-3-69*62-49-1-26-8-51-35-34-41-27*36-45-58-64-52-10-16-26-49-15*31-11-9-17-20-33-22-19-54-5-65-37*23-0-2-50-43-17-10-55-16-26-30-24-42*,29.43179989,546,0,0
29,5-54-36-45-58-64-52-8-26-49-15*39-18-54-36-45-58-64-52-8-26-49-11*4-25-34-35-51-8-26-16-9-68*36-45-58-64-52-8-26-49-15-42*31-1-26-8-56-51-35-34-45-36-41-57*40-4-12-41-58-64-52-20-17-61-60*7-47-6-56-28-8-55-17-61-44*21-63-6-35-34-41-45-36-54-65*0-23-69-38-36-45-41-25-12-4-53*21-24-30-62-49-26-8-56-6-47*16-10-55-20-33-22-38-19-66-48*16-10-52-64-58-45-36-54-32-37*14-2-50-13-22-45-41-12-4-7-46*29-3-69-23-50-43-20-10-16-26*59-10-55-52-64-51-35-41-27-67*,28.16644429,583,0,0
30,39-32-37-5-65-54-38-22-13-50-23-0-3-29-48-66-19-36-45-34-35-51-8-26-62-42-30-21-63-24*31-9-68-59-11-49-1-16-10-20-33-22-38-54-5-65-37-32-18-67-27-25-57-41-34-45-36-19-29-3*46-7-4-12-25-41-34-57-35-6-47-53-40*46-53-7-4-40-47-6-56-8-26-30-62-24-21-63*5-67-27-12-4-25-57-51-41-36-22-38-66-29-3-0-2-50-43-20-55-10-28-56-6-47-40-46-7-53*26-1-31-9-59-11-15-42-30-24-21-63-6-56-8-52-64-35-57-25-12-41-58-34-45-36-54-5-67-27*42-62-21-24-30-15-49-26-8-51-35-34-41-45-36-54-19-38-22-33-58-57-25-12-27-67-18-66-48-69*31-9-68-11-1-26-8-56-6-47-53-7-40-46*44-61-14-60-17-9-16-26-8-56-51-35-34-41-27-67-18-38-36-54-5-65-37-32-39-48-29-19-69-0*62-42-49-11-31-9-68-1-26-8-51-34-41-27-67-18-54-5-32-39-65-19-38-22-33-43-17-61-44-60*34-57-58-35-51-8-56-28-10-52-55-17-61-44-60-14-2-50-13-22-45-41-25-4-40-53-46-7-47-6*58-64-52-55-10-17-59-68-9-31-1-26-8-51-34-45-36-54-18-32-39-48-66-19-3-69-0-23-2-50*14-60-61-17-59-11-68-9-31-1-16-10-52-64-58-45-36-54-32-37-18-38-19-29-23-0-50-33-22-13*17-20-55-8-10-16-26-49-1-31-9-68-11-15-42-30-62-24-63-6-35-34-41-25-4-53-47-7-40-46*25-27-67-37-65-32-39-18-5-54-66-29-48-69-23-50-43-17-59-1-16-26-30-24-63-6-56-8-51-64*,24.38455069,1664,0,1
31,1-11-68-9-17-61-44-14-2-50-43-20-10-16-26-49-15-42-24-63-21-6-35-58-41-12-25-57-34-45*69-19-66-29-23-2-0-50-43-20-52-64-51-35-58-57-41-12-40-7-47-6-56-8-10-17-61-44-60-14*52-20-33-22-19-66-38-69-0-23-29-48-39-32-18-54-36-45-41-35-6-63-30-15-42-24-62-26-49-1*6-47-7-46-40-4-12-41-58-64-52-20-17-61-43-13-33-50-23-0-69-66-54-38-18-65-5-37-67-27*47-6-63-30-42-49-11-31-1-26-8-52-64-58-45-36-54-18-39-48-29-69-23-0-2-50-43-17-10-16*67-65-37-5-18-54-36-19-38-69-3-0-23-2-50-33-22-45-41-12-25-4-7-46-53-47-6-63-30-62*61-60-17-50-2-0-69-29-3-66-19-38-36-45-34-35-6-63-24-62-42-15-30-26-16-55-20-10-52-8*39-18-67-37-65-5-32-54-66-48-69-19-38-36-45-58-64-52-8-26-30-21-24-42-49-11-68-59-9-31*56-6-35-57-34-58-51-41-12-25-27-67-37-65-5-54-19-22-33-43-61-60-17-20-55-8-28-10-52-64*9-49-62-42-15-11-59-17-20-10-55-16-1-26-8-51-35-34-45-36-54-18-39-32-37-65-5-67-27-12*28-10-59-11-49-26-8-56-6-47-53-7-40-46*13-43-50-23-69-3-66-19-38-22-33-20-17-59-9-68-11-1-26-8-28-56-51-35-58-64-52-10-55-16*28-56-8-52-10-16-26-49-1-31-11-9-59-17-20-33-22-38-18-39-65-67-5-32-37*0-23-69-48-39-32-65-18-67-37-5-54-36-45-58-64-51-8-26-49-62-21-63-30-42-15-11-1-16-9*16-9-68-59-11-31-1-49-42-62-21-24-30-26-8-51-35-34-45-36-54-18-65-32-5-37-67-27-41-58*,24.14884979,1750,0,1
32,6-21-24-63-30-62-26-1-11-9-59-17-20-33-22-38-18-32-5-37-67-27-41-12-25-57-35-51-56-8*38-36-45-22-33-20-43-17-10-16-9-68-1-26-8-51-34-25-4-7-40-46-53-47-6-35-64-58-41-12*46-7-53-40-4-12-25-57-35-34-45-36-54-5-67-27-41-51-64-58-33-43-13-20-17-61-60-44-14-2*30-26-16-10-20-55-52-64-35-34-57-51-58-33-22-13-50-23-69-38-36-45-41-25-4-7-46-53-40-12*7-47-6-21-63-24-30-62-42-15-49-26-8-51-58-45-36-38-19-66-29-69-3-0-50-43-17-60-14-2*62-42-15-30-26-49-11-68-1-31-9-59-17-20-33-22-36-54-5-37-67-27-12-25-41-58-51-8-52-64*6-47-53-46-40-4-12-27-67-37-65-18-69-29-23-50-43-20-10-16-26-30-62-42-49-11-1-68-9-59*13-43-50-0-2-14-44-61-17-55-10-16-26-30-21-6-47-7-40-46-53-4-12-27-25-41-35-51-8-56*31-9-1-59-68-11-49-15-42-62-24-30-26-8-51-34-45-36-54-18-39-48-29-69-3-23-2-50-13-43*17-10-8-55-16-1-49-42-15-62-24-63-21-6-35-51-34-45-36-54-18-39-65-32-5-37-67-27-12-25*28-56-6-63-21-24-62-30-15-49-26-8-51-64-58-45-36-54-18-39-32-37-65-19-66-69-29-48-3-0*1-49-26-8-52-64-58-57-34-45-36-41-51-56-28-10-16-55-20-33-22-38-19-54-5-65-37-18-39-32*68-9-59-1-11-15-49-26-16-55-20-33-22-38-19-66-48-3-0-50-2-23-69-29*46-40-47-53-7-4-25-12-41-34-58-33-50-2-14-60-44-61-43-13-22-36-19-38-54-66-29-69-3-48*28-56-51-57-34-25-4-53-46-7-40-12-41-58-64-52-20-17-61-60-44-14-2-0-3-19-29-69-23-50*,23.89933391,1836,0,1
33,46-40-53-7-4-25-57-51-64-52-20-17-60-44-14-2-23-3-69-66-18-54-5-37-65-32-39-48-29-19*37-65-67-5-32-39-18-54-36-45-34-51-56-8-26-49-42-24-62-21-63-6-35-58-33-50-43-20-17-59*49-11-59-68-9-31-1-26-8-51-35-34-45-36-54-5-37-32-39-48-29-23-50-33-43-17-61-44-14-2*50-13-33-20-52-10-59-1-11-15-49-42-62-26-8-51-34-45-36-38-19-66-3-23-0-69-18-37-5-67*28-56-8-55-10-17-50-0-23-69-48-66-19-38-36-45-34-57-35-6-63-21-62-26-49-9-1-16*10-59-17-60-61-14-2-50-43-20-52-8-28-56-6-47-53-40-46-7-4-12-25-41-34-57-51-58-45-36*60-17-59-68-1-31-11-9-49-62-30-26-16-55-52-64-58-45-36-54-38-18-66-69-0-3-48-39-32-65*46-40-47-53-7-4-25-34-35-6-56-8-52-64-58-41-12-27-67-37-18-65-54-19-38-3-69-66-48-29*16-55-20-33-22-38-18-65-37-32-39-48-29-69-23-50-43-17-59-9-68-11-1-49-26-30-21-63-6-47*0-23-69-66-3-29-19-22-33-58-57-35-64-52-10-28-8-56-51-34-45-36-54-5-37-67-27-12-25-41*39-32-65-37-5-54-66-69-48-29-3-0-2-50-13-22-45-41-25-4-7-46-40-12-27-67-18-38-19-36*52-10-20-55-8-26-30-24-21-63-6-35-34-41-45-36-54-5-65-37-67-27-25-12-4-7-40-46-53-47*18-37-65-32-5-54-66-48-69-3-19-38-36-45-22-33-20-55-10-16-26-49-15-42-62-24-63-6-35-51*48-29-66-38-19-65-67-37-5-32-39-18-54-36-45-58-64-52-8-26-49-15-42-30-24-21-63-6-56-28*35-51-57-25-12-27-67-37-65-5-54-19-22-13-43-61-60-17-9-68-11-31-1-26-62-42-24-30-15-49*,23.9086685,1818,0,1
34,32-5-65-67-37-18-54-19-38-66-48-69-23-2-50-33-22-45-41-25-4-40-46-53-7-47-6-56-28-8*66-48-29-3-19-36-38-54-18-69-0-2-50-13-33-22-45-41-12-4-53-7-46-40-47-6-21-62-30-63*15-62-49-42-24-30-26-8-51-34-41-45-36-54-18-39-48-66-38-19-3-69-23-0-2-50-17-43-20-13*44-60-61-43-50-23-3-29-69-48-66-19-38-36-45-41-25-4-53-46-40-7-47-6-63-21-62-24-30-15*53-46-40-47-7-4-25-12-41-45-36-38-69-23-50-43-20-55-10-28-8-56-51-35-58-64-52*59-68-1-31-11-9-17-50-23-69-29-48-39-32-65-67-27-25-12-41-51-34-35-57-58-45-36-38-54-5*64-52-10-16-1-49-15-62-42-30-24-63-6-35-34-41-45-36-54-5-37-65-39-48-29-69-38-18-66-3*48-66-3-29-19-18-67-5-37-65-39-32-54-36-45-34-25-12-27-41-35-51-64-52-20-17-61-60-44-14*44-61-17-59-68-9-31-11-1-49-15-42-62-26-8-51-35-34-41-27-67-37-18-54-38-19-66-69-23-0*40-53-7-4-12-25-27-67-5-54-18-19-38-36-45-41-57-51-35-34-58-33-22-13-20-10-55-17-50-0*13-22-38-66-3-69-19-29-48-39-32-5-54-36-45-34-51-56-8-26-1-31-11-59-68-9-49-42-15-30*53-40-47-6-63-21-30-62-15-49-26-8-52-64-58-45-36-54-18-65-5-37-67-27-25-12-4-7-46*44-61-17-20-33-13-43-50-23-0-3-66-38-36-41-12-4-7-40-46-53-47-6-21-24-63-30-62-26-49*60-44-14-61-17-59-1-16-26-30-24-21-62-49-42-15-11-31-9-68*66-18-32-39-65-37-5-54-19-38-22-33-20-17-59-9-68-11-15-42-24-63-21-30-26-16-55-10-52-64*,24.06303182,1754,0,1
35,1-26-16-10-28-8-51-57-35-6-47-53-46-40-7-4-12-25-27-41-34-58-64-52-20-17-61-44-14-60*29-23-2-0-69-48-3-66-38-36-45-58-35-6-63-24-42-49-11-59-17-55-8-52-20-43-13-33-22-19*61-43-13-50-33-22-38-69-23-29-3-66-19-36-45-34-35-6-63-21-24-62-15-30-26-16-9-68-11-49*23-69-29-66-19-3-48-39-32-54-18-5-37-65-67-27-41-34-51-56-8-26-1-68-59-17-61-60-14-44*9-31-1-11-15-42-62-21-6-35-57-34-41-45-36-54-32-65-5-37-18-38-22-13-50-0-69-29-3-48*27-25-12-41-35-6-21-30-15-49-1-26-8-52-64-58-45-36-54-18-37-65-32-5-67*33-43-17-59-68-9-11-31-1-16-10-28-8-56-6-47-53-40-12-41-57-35-51-64-58-34-25-4-7-46*15-42-30-63-21-24-62-26-8-51-34-41-45-36-54-18-32-39-48-66-19-29-23-3-0-50-43-13-20-10*41-34-35-58-45-36-19-3-66-48-69-0-2-50-43-20-55-10-16-26-49-15-42-62-24-30-21-63-6-47*39-65-5-18-69-19-66-54-36-38-3-23-50-43-20-55-16-26-49-15-42-62-24-30-63-21-6-47-7-4*8-55-10-20-43-61-60-44-14-2-0-23-69-38-36-41-25-4-7-46-40-12-27-67-5-37-65-54-18-66*46-40-53-7-4-25-34-51-64-52-20-17-61-14-60-44*19-66-18-38-36-54-5-65-39-48-29-69-3-23-0-2-50-13-22-45-41-25-12-4-7-46-40-47-53*12-25-27-67-65-5-18-54-19-69-23-2-0-50-17-55-10-16-26-30-24-21-63-6-47-7-46-40-53-4*42-62-24-63-6-21-30-26-49-11-9-59-17-20-33-22-19-54-5-37-65-32-18-67-27-41-34-35-51-64*,23.95550237,1759,0,1
36,29-48-39-65-5-37-67-18-54-19-66-38-22-33-58-64-52-55-10-20-13-50-43-61-60-17-9-11-49-26*50-2-23-29-3-69-38-66-48-39-18-54-36-45-41-35-51-8-26-62-30-21-63-6-47-53-4-25-34-57*56-8-26-30-21-24-63-6-35-34-45-36-38-19-66-29-48-69-23-50-17-43-13-33-58-51-57-41-27-67*31-9-17-61-60-44-14-2-0-3-69-23-50-43-20-10-16-26-49-15-30-63-6-56-51-64-52-55-8-28*20-43-13-33-22-36-45-58-41-12-25-34-57-35-51-8-26-49-15-62-42-24-21-63-6-56-28-10-59-17*24-21-6-47-40-53-46-7-4-12-25-41-34-58-33-50-2-14-44-61-60-17-59-68-9-1-31-11-49-15*60-14-44-61-17-10-16-26-30-24-63-21-6-47-53-46-7-40-4-25-12-41-57-34-58-35-51-8-55-20*28-10-59-11-1-16-26-8-56-6-47-53-7-40-46*17-55-20-52-10-59-9-68-11-31-1-26-8-51-35-41-36-54-5-37-32-65-39-48-29-66-19-38-18-69*32-37-65-5-54-19-38-66-3-0-23-50-13-33-58-57-25-12-4-53-47-6-56-8-26-30-62-24-63-21*36-19-69-3-66-38-22-33-20-17-9-31-1-26-8-56-51-35-34-41-27-67-65-39-48-29-23-0-50-13*59-10-52-20-43-33-58-64-35-6-63-30-26-8-56-51-41-45-36-54-18-39-65-37-67-27-12-25-57-34*64-58-34-25-27-67-65-5-32-39-18-54-19-38-22-33-20-17-9-68-59-1-16-10-55-8-51-41-45-36*47-53-46-40-7-4-12-41-34-51-56-8-26-1-31-9-68-59-10-55-20-17-43-50-2-0-3-66-19-54*68-9-16-1-31-11-15-30-63-21-62-42-49-26-8-52-64-58-45-36-54-18-65-37-5-67-27-12-25-34*,23.93557682,1774,0,1
37,30-63-21-6-56-28-8-10-59-17-60-44-61-43-13-50-2-23-69-3-38-36-45-41-25-4-53-40-7-46*31-11-9-68-1-16-26-8-56-6-47-40-53-7-46*8-52-64-51-57-34-58-41-27-67-37-65-5-54-38-22-33-20-55-10-16-26-49-15-42-24-30-63-6-35*40-47-6-56-28-10-59-9-31-1-26-8-51-34-45-36-54-18-32-39-48-29-69-38-22-33-13-50-23-3*21-30-15-42-62-49-9-68-11-31-1-26-8-51-34-45-36-54-5-37-67-65-18-69-23-3-66-29-48-39*21-62-24-30-63-6-47-40-7-4-25-57-35-64-52-20-17-61-14-60-44*56-8-28-10-59-68-9-31-11-1-16-26-30-24-21-63-6-35-34-45-36-54-18-32-39-65-37-67-27-41*44-60-14-61-43-50-33-13-20-52-64-58-41-12-4-25-34-35-51-8-26-1-9-68-59-17-55-10-16*41-57-58-35-6-47-53-46-40-7-4-25-34-51-8-10-59-9-68-11-31-1-16-26-49-15-42-62-24-30*58-64-52-20-55-10-59-17-9-11-31-1-26-8-51-35-34-41-45-36-22-13-50-0-23-69-3-66-48-29*43-13-22-33-20-55-10-17-50-23-29-69-3-48-66-38-36-45-58-51-35-6-63-24-21-62-30-26-49-42*12-25-27-67-37-5-65-18-66-54-19-3-48-29-69-23-50-43-20-55-10-16-26-30-62-42-24-21-63-6*42-24-63-30-62-15-49-26-8-56-51-35-34-41-27-25-4-12-40-7-46-53-47-6-21*63-24-30-21-62-15-49-26-16-55-10-28-56-51-35-34-45-36-54-18-65-19-3-66-38-22-13-33-50-23*57-34-35-58-64-52-10-17-44-61-60-14-2-0-3-69-23-50-43-20-55-16-26-49-15-30-24-21-62-42*,24.29143326,1694,0,1
38,47-53-7-46-40-4-25-34-35-6-63-21-24-30-15-42-62-26-1-49-11-68-9-59-17-61-44-14-60*28-56-8-51-35-64-52-10-55-20-33-22-38-19-54-18-39-32-65-37-5-67-27-41-25-57-58-34-45-36*54-19-65-18-38-36-45-58-41-27-12-25-34-57-35-51-8-26-49-15-42-24-21-63-6-56-28-10-55-17*32-39-65-67-37-5-18-54-38-22-33-20-17-59-9-68-1-26-16-55-8-10-28-56-51-58-64-52*41-34-35-64-58-33-20-13-22-19-29-23-2-50-43-17-59-1-26-30-24-21-63-6-56-8-28-10-55-52*63-24-30-21-6-47-53-46-40-7-4-25-34-58-33-43-61-60-44-17-9-49-15-62-26-16-1-59-10-8*10-59-68-9-11-15-62-30-21-24-63-6-35-34-45-36-19-66-3-69-0-50-17-20-43-13-22-33-58-64*64-52-55-20-33-43-17-9-11-31-1-26-8-51-35-34-45-36-54-18-39-32-65-5-67-27-12-4-53-7*56-6-47-53-46-40-7-4-25-41-45-36-38-66-3-48-29-69-0-23-50-2-14-44-60-61-17-43-20-55*32-37-65-18-5-67-27-12-41-45-58-64-52-8-28-56-51-34-35-6-63-30-26-62-15-42-49-1-16-55*5-37-65-18-38-66-48-69-23-50-0-2-14-44-61-17-55-10-16-26-30-21-62-24-63-6-47-7-46-40*31-9-68-11-1-16-55-20-33-22-38-66-3-48-29-23-50-43-13*44-60-14-61-17-20-55-10-16-26-30-63-6-56-8-51-41-25-4-40-12-27-67-5-37-32-39-65-54-66*46-53-40-7-4-25-12-41-45-22-36-54-5-67-27*44-60-14-2-0-3-29-23-50-17-9-16-1-49-15-62-30-63-6-56-51-35-41-25-4-53-47-7-40-46*,24.22232202,1736,0,1
39,53-46-40-4-7-47-6-56-8-26-49-15-42-62-24-63-21-30*44-14-60-61-17-59-9-31-11-15-49-1-16-55-20-43-50-23-29-3-48-39-32-18-5-54-66-69-0-2*27-25-57-58-45-22-33-20-13-43-50-2-14-44-60-61-17-10-16-26-30-24-21-63-6-56-28-8-52-55*13-33-43-50-2-23-29-69-66-48-39-32-65-37-18-54-36-45-41-51-8-26-49-15-42-62-30-24-21-63*63-30-21-24-62-42-15-49-26-8-28-56-51-34-45-36-41-12-40-46-7-47-6-35-57-25-4-53*11-31-1-16-9-49-42-24-63-30-26-8-52-64-58-45-36-38-66-48-39-18-5-54-65-32-37-67-27-41*64-51-57-58-34-45-36-38-66-19-54-18-65-5-37-32-39-48-29-3-0-69-23-2-50-43-61-44-60-14*6-63-24-21-30-42-15-62-26-16-1-31-11-9-59-17-20-33-22-38-18-32-5-37-67-65-19-36-45-58*50-17-20-55-16-9-31-1-26-8-52-64-58-45-36-54-65-5-37-67-18-39-48-66-38-3-19-22-13-43*58-35-6-63-21-24-30-62-49-9-68-1-26-8-51-34-41-27-67-37-18-19-54-66-3-29-69-0-2-50*62-26-16-55-10-28-56-8-51-58-33-13-50-2-0-23-29-48-3-66-19-38-36-41-25-4-53-46-40-7*62-30-21-24-42-15-49-26-8-52-64-58-45-36-54-18-39-48-3-69-23-0-2-14-44-17-10-16-1-68*38-66-3-0-69-23-50-2-14-44-60-61-43-13-33-22-19-54-5-67-27-41-34-45-58-35-51-8-28-10*59-17-20-10-8-55-52-64-51-35-6-63-30-26-1-11-9-68*66-19-38-3-29-69-23-2-50-13-33-58-34-41-12-40-7-4-25-57-35-51-64-52-20-17-61-60-44-14*,24.27071858,1730,0,1
40,31-11-68-9-59-10-55-52-64-51-35-41-27-67-37-18-54-38-3-0-23-69-29-19-36-22-45-34-58-33*21-30-42-15-62-49-26-1-31-11-9-17-20-33-22-38-54-18-65-5-32-39-48-29-69-0-23-50-43-13*0-50-2-14-44-61-17-55-8-28-56-6-47-53-40-12-25-34-41-27-67-37-18-54-19-22-33-13-20-52*14-61-17-59-68-9-11-15-42-24-30-26-8-51-34-45-36-54-18-39-48-29-23-69-38-19-65-67-5-32*40-47-53-46-7-4-12-41-58-64-52-20-17-61-60-44-14-2-0-23-3-66-18-54-36-22-45-34-35-51*23-69-29-3-66-19-18-39-32-37-67-5-54-36-45-41-34-57-35-6-21-24-30-26-62-15-11-9-49-1*47-53-7-46-40-12-27-67-37-65-5-54-36-45-41-35-6-63-24-62-26-30-21*42-62-21-30-15-49-26-16-10-20-43-50-23-69-29-48-66-38-54-5-37-65-39-32-18-19-22-36-45-41*68-9-59-11-31-1-16-55-52-64-58-45-36-54-65-32-37-5-67-27-25-41-51-35-34-57*53-46-40-7-4-25-12-41-34-57-35-6-47*11-31-9-68-1-59-17-61-44-14-2-0-23-50-43-20-55-16-26-49-15-42-62-30-63-21-24*28-8-26-30-21-24-42-62-15-49-1-31-11-68-9-59-17-20-33-22-38-66-19-54-65-18-32-5-67-37*33-22-13-50-43-17-20-52-64-58-34-35-41-36-54-38-18-19-69-29-23-0-3-48-66*59-17-61-60-14-2-0-69-66-38-19-3-23-50-43-20-55-10-16-26-49-62-24-63-30-42-15-11-9-68*56-28-8-51-64-52-10-16-26-30-63-6-47-7-40-46-53-4-25-12-27-41-34-45-58-35-57*,24.52211383,1658,0,1
41,62-24-63-21-6-47-7-53-46-40-4-25-57-35-64-52-20-17-60-44-61-43-13-33-58-45-36-41-51-34*41-27-67-37-65-5-18-69-66-38-19-22-33-43-13-20-55-10-28-8-56-6-35-34-25-4-40-7-53-47*28-8-56-6-63-30-62-26-16-55-10-59-1-68-11-9-17-20-33-22-38-19-54-32-18-39-48-29-69-66*65-32-37-18-66-69-38-36-41-12-25-4-7-47-6-56-28-8-55-17-61-44-60-14-2-0-50-33-43-20*63-6-21-24-42-15-11-59-68-9-1-49-62-30-26-8-52-64-58-45-36-54-5-65-37-32-39-18-19-22*68-9-31-11-15-62-21-24-30-26-1-59-17-43-50-23-0-69-3-66-19-36-54-18-65-5-37-67-27-12*67-27-25-57-58-34-51-64-52-8-26-49-9-17-61-60-14-2-50-13-22-45-41-12-4-7-46-40-47-53*64-58-45-22-36-54-32-37-65-5-18-67-27-41-34-51-56-8-26-1-68-59-10-55-17-60-61-43-13-50*29-19-66-18-39-48-3-69-23-50-43-17-9-68-59-1-26-16-55-10-8-56-51-35-64-52-20-13-33-22*44-60-17-59-68-9-31-11-49-15-42-30-24-63-6-35-57-34-45-36-54-5-65-32-37-67-27-41-51-56*2-50-0-23-69-3-19-54-18-37-65-5-67-27-25-4-7-40-46-53-47-6-35-51-57-34-45-41-58-33*47-6-56-28-10-59-11-31-1-26-8-51-41-45-36-54-65-37-5-18-19-69-38-22-13-33-43-50-0-3*63-30-62-21-24-42-15-49-26-16-10-55-20-43-50-23-29-48-39-32-54-38-22-36-41-45-58-34-57-25*59-9-49-1-31-11-15-62-21-63-24-42-30-26-8-51-35-41-45-36-54-32-5-65-39-48-69-3-0-23*68-9-31-1-49-42-15-62-30-24-63-6-35-58-45-36-38-19-66-54-18-32-37-65-5-67-27-41-57-51*,23.87198949,1873,0,1
42,58-64-52-55-16-1-49-26-8-56-28-10-59-17-20-33-22-38-19-54-5-67-27-12-41-45-36*62-21-63-6-35-34-45-36-38-66-3-69-29*60-14-2-0-69-3-29-48-39-32-5-18-54-36-45-34-57-35-6-63-21-24-42-30-26-62-15-11-31-1*53-4-25-12-27-67-5-32-54-36-45-41-34-57-35-6-63-30-21-24-42-62-49-9-68-59*14-2-50-13-20-10-55-17-60-61-44*12-4-53-46-40-7-47-6-56-8-26-1-9-68-59-10-28*63-30-26-8-51-58-45-36-54-5-65-37*6-56-28-8-26-16-10-55-52-64-58-45-36-54-18-39-48-66-19-22-13*31-9-68-11-15-42-49-62-21-24-30-26-1-59-17-43-50-23-0-2-14-60-44-61*60-44-14-2-50-13-33-58-34-25-4-40-46-53-47*64-51-35-58-41-36-38-18-54-19-22-33-20-55-10-16-26-30-24-21-63-6-56*67-5-54-19-38-22-33-20-17-9-68-59*41-12-40-4-25-34-58-64-52-20-17-60-44-61*68-9-31-11-15-49-26-16-10-20-43-50-23-69-29*24-21-63-30-15-42-62-26-8-51-35-34-41-27-67-18-19-66*,25.30382054,1109,0,1
