Nr,R_x,f_1,f_2,Generation,Rank
77,6-13-0-28-7-27-2-10*21-10-15-27-7-14-23*2-29-27-16-28-25-22*10-16-28-25-0-18-19*4-20-7-25-0-22-17*9-3-1-24-20-7-10*23-14-11-17-19-18-0-26*5-21-6-13-18-0-17-22*12-19-17-11-3-1-9-23*2-27-16-28-25-22-19-8*10-27-16-7-4-24*8-19-17-12-18-0-26*,18.17941899,291,0,3
78,0-18-22-17-11-3-23*13-6-16-28-25-0-18-22*8-19-17-22-25-7-27-29*8-12-19-17-22-0-13*8-12-18-0-22-25-7-20*9-23-14-20-7-25-28*20-4-24-14-1-23*4-20-7-27-10-15-21*24-4-7-16-27-2-29*8-12-19-17-22-0-26*13-6-5-21-15-2-29*1-3-24-20-7-28-17*,18.68798223,263,0,3
79,15-10-27-16-28-25-22*23-14-24-4-20-7-27*2-29-27-10-21-5*8-12-18-13-6-15-10*3-11-14-23-9*5-21-6-13-18-22-17-11*12-19-22-0-17-28-25*1-3-9-23-20-7-16*7-28-17-19-22-18-0-26*5-6-16-28-25-22-17*18-22-25-7-27-2-29*7-24-14-11-25-28-16*,18.62733809,266,0,3
80,19-22-0-18-13-6-5-21*17-22-18-0-25-7-20*4-20-7-27-16-28-25*2-29-27-7-20-24-3*0-22-17-11-14-23-3-1*5-15-21*10-29-2-15-6-21*8-19-17-22-25-28-16*0-26-8-12-19-22-17-11*6-16-7-20-23-1-3-9*3-9-23-14-20-7-16-6*17-11-25-28-0-22-18*,19.20522563,257,0,4
81,1-4-3-9*7-20-4-24-14-23*7-25-28-17-19-12-8*7-27-16-28-25-11-14-24*27-15-10-2-29*11-17-28-25-22-19-18*0-26-8-12-18*12-19-22-0-13-6-5-21*4-20-7-25-22-17-19*13-18-0-25-28-7-27*3-9-23-14-20-7-16*9-3-1-23-20-7-27*,22.58671382,240,0,4
82,16-27-7-28-25-22-17*16-10-2-29-27*3-9-23-14-11-17-22-19*9-1-3-23-24-20*15-10-2-27-7-20*5-21-15-16-27-7-20*5-21-15-6-13-18-0-26*12-19-22-17-28-7-27*1-4-24-3*8-12-19-17-22-0-26*1-3-23-14-7-27-10*20-7-27-2-10-15-21*,20.96115852,243,0,4
83,3-23-24-7-20-4*22-18-0-28-25-7-16-27*2-27-16-6-21-5*9-1-3-23-20-7-28*10-2-27-16-7-14*12-17-18-22-0-26*20-7-27-15-10-2-29*6-13-0-18-19-17-11*0-18-22-17-19-8-26*4-20-7-25-22-18-13*1-9-3-24-20-7*0-18-22-17-28-7-20*,21.27232874,242,0,4
84,7-20-14-11-17-22-0-25-28*6-15-10-27-7-20-14*1-9-23-14-20-7-16*19-22-17-11-3-1-9-23*5-21-6-13-18-0-19-22*0-26-8-12-19-17-22*3-23-1-24-20-14*2-27-16-7-20-24-14*3-23-1-24-4-14*2-16-27-29*0-12-19-17-22*14-24-4-7-27-2-29*,21.32841361,241,0,4
85,3-1-23-14-9*21-15-10-27-7-14-23*12-19-17-28-16-10-15*1-14-11-17-18-0-22*6-13-18-22-25-28*4-7-25-22-17-19-8*10-29-2-15-6-21*1-3-23-14-20-7-27*14-24-20-7-27-2-29*5-21-15-27-2-29*5-21-6-13-18-12-0-26*5-21-10-27-7-4-24*,19.09773206,262,0,4
86,2-27-16-28-25-22-0-26*12-17-19-22-0-18*5-6-13-18-0-25-28*19-17-22-25-7-28*15-10-27-7-20-4-24*7-20-23-1-3-9*14-20-7-27-16-10-15*13-6-5-21-15-2-29*3-9-23-14-11-17-22-19*7-28-17-22-19-12-8*12-18-0-22-25-11-17*14-11-3-23-24*,19.97869418,250,0,4
87,3-23-14-20-7-16-6-5*5-21-6-15-2-29-10*13-18-0-28-25-7-16-15*2-21-10-27-16-7*3-23-1-24-20-14*7-25-28-0-18-22-17*8-12-19-17-28-7-20-24*12-17-19-18-0-26*1-3-23-9*24-4-7-2-29-27*4-24-14-11-17-19-12-8*5-15-10-21*,20.08469722,248,0,4
88,19-17-22-12-0-25-28*8-12-18-0-22-25-7-20*1-23-14-24-4-20*13-18-0-28-25-7-16*6-15-10-27-7-20-14*10-2-29-15*5-21-6-13-18-12-0-26*7-24-3-23-1-14*14-11-3-9-23*8-12-19-17-22-0-26*0-22-18-17-11-14-24*5-21-10-27-7-20-14-23*,19.90054361,251,0,4
89,0-18-22-17-28-7-14-11*0-22-17-28-7-27-29*0-22-18-13-6-5-21*3-1-4-24-20-7*19-0-17-22*18-22-17-28-7-20-23*15-16-27-7-20-14-23*0-25-28-16-10-15-21*2-27-16-28-17-19-12-8*9-1-23-14-11-17-22-19*14-11-17-19-12-18-0-26*2-10-15-29*,19.76391162,252,0,4
90,10-16-28-25-0-18-19*0-18-22-25-7-20-24-4*10-7-27-2-29*10-29-2-15*19-17-18-0-28-25*8-26-0-17-22-19-12*5-21-6-13-18-12-0-26*1-4-24-3*11-17-22-18-0-25-7-20-14*1-3-9-14-20-7-16-6*17-22-25-28-7-20-23*3-23-14-11-17-19-12-8*,19.62695815,253,0,4
91,3-9-1-24-20-23*22-17-28-25-11-14-23*19-22-17-28-16-27-2-29*19-12-18-0-22-17-28*21-10-15-2-29-27*5-6-16-7-14-1-3-9*17-22-18-0-12-8-26*3-4-20-24-14-23*9-1-3-11-17-22-0-18-13*6-15-10-16-7-20-14*6-16-28-25-0-18-19*22-18-0-25-7-20-24*,19.61401099,255,0,4
92,21-10-27-16-7-20-24*0-18-22-25-7-27-2*1-14-23-24-20-4*17-22-0-18-13-6-5-21*12-19-22-18-0-25-28*6-10-15-2-29-27*0-26-8-12-22-17-19*3-23-14-20-7-27-10*1-3-9-23-20-7-16*4-24-3-1-14-11*4-24-20-7-27-10-15*1-3-9-23-14-7-16-6*,20.2132628,246,0,4
93,4-24-20-7-25-28-0-18*21-5-6-16-28-25-22*1-9-3-11-17-22-18-13*1-3-23-20-7-27-10*10-2-27-16-7-20*18-12-17-22-19*5-21-15-2-29-27*0-26-8-12-18*14-11-25-7-20*21-10-27-16-7-28*5-21-15-10-27-7-28*8-12-19-17-22-0-13*,20.18351064,247,0,4
94,1-3-9-23-14-11-17-22*2-29-27-16-28-25-22*15-10-27-7-25-22-18*9-1-3-24-20-7-16*12-18-22-17-19*19-22-0-18-13-6-5-21*3-23-14-11-17-22-12-8*14-4-24-20-7-16-27*13-6-16-28-17-19-18-0-26*4-20-24-14-7-16-27*26-8-12-0-18-22-17-28*4-24-7-27-10-21-5*,18.57996259,269,0,4
95,17-0-18-22-25-7-20*8-26-0-12-22-17-19*6-15-10-27-16-28-0-18-13*5-21-6-16-7-20-14-23*1-3-24-20-7-27-2*4-20-24-3-9-23*22-17-28-25-11-14-23*8-12-17-22-25-7-27-29*13-6-16-28-25-22-17-19*1-9-3-11-17-0-18-13*12-0-22-17-19*12-18-19-17-22*,18.56169628,270,0,4
96,21-10-2-27-16-28*1-3-24-4-7-28*19-22-17-28-25-7-27*7-28-0-18-17-11*9-23-14-20-7-27-10-15*15-6-10-27-7-28-16*12-19-0-18-13-6-5-21*4-7-28-17-22-18-0-26*10-2-29-27-7-24*8-19-17-12-18-0-25-22*3-23-14-11-17-22-12-8*11-25-28-17-19-12-18*,18.50894318,278,0,4
97,5-21-15-10-6-13-0-22-18*9-3-1-23-14-11-17-22*5-6-13-18-0-22-19-17*2-27-7-28-25-0-18*21-10-27-16-7-14-23*7-20-24-14-11-25-0-18-22*8-19-12-22-25-28-16*2-29-27-16-28-25-0-26*3-24-4-7-27-10-21*9-1-3-11-17-22-0-18-13*23-14-4-20-24*0-18-22-25-7-20-14*,18.23068155,286,0,4
98,1-3-23-14-20-7-16*9-1-3-11-17-22-18-0-13*27-15-10-16-7-25-0-28*10-27-7-25-22-18-0-26*12-19-22-17-28-25*4-24-14-11-17-22-12-8*2-29-27-16-7-20-24*2-21-15-10-27-7*5-21-6-13-0-18-22-17*19-17-22-18-12-8-26*9-1-23-20-7-27-10*5-6-16-27-15-2-10*,18.33589549,281,0,4
99,2-10-29-27-15-21*21-5-6-13-18-22-0-26*4-24-20-7-25-28-0-18*3-1-9-14-11-17-22-19*2-7-16-6-21-10-15*1-3-23-14-20-7-27*18-0-22-19-17-12-8-26*10-16-28-17-22-19-12*2-27-7-24-1-3-9*0-18-22-25-7-20-24*2-6-16-27-15-10*6-13-0-22-17-28-16*,18.41682254,280,0,4
100,15-16-27-2-10-29*2-27-7-20-14-23-3*9-1-3-23-24-20*2-27-7-28-17-22-19*8-12-17-22-25-7-24*3-9-23-14-11-17-19-12*0-25-28-16-10-21-5*3-9-23-14-11-17-22-18*5-21-6-13-18-0-19-22*2-10-27-7-20-24-4*5-21-15-6-13-18-0-26*1-3-23-20-7-16-6-5*,18.26607435,283,0,4
101,9-1-3-24-20-7-16*19-17-22-25-7-20-24*13-18-0-28-7-27-10-15*1-9-3-11-17-18-0-13*5-21-6-16-28-17-22-0-13*12-22-17-28-25-7-20*9-1-3-23-20-14-11*2-7-16-6-21-10-15*4-20-7-24-1-23*2-29-27-16-7-14*5-6-13-0-18-22-19-12-8*5-21-6-13-18-12-0-26*,18.21425649,297,0,4
102,4-24-7-16-27-2-29*13-6-16-7-28-17-19*17-28-25-0-18-22*18-17-22-0-13-6-15-21*9-14-11-17-0-18-22*10-15-27-7-20-14-23*1-9-3-24-20-23*26-0-22-17-28-7-16-27*11-25-28-16-6-5-21*8-12-19-0-18-17-11*3-23-14-20-24-4*8-12-19-17-11-14-1-9*,18.69005728,265,0,4
103,3-23-14-11-17-22-0-18*12-19-17-28-16-6-13*6-16-7-4-24-14-23*3-1-9-23-14-7-27*16-27-7-28-17-22-0-26*15-10-16-27-7-25-28*15-2-29-27-7-20*7-16-27-2-10-21*8-26-0-12-22-17-19*5-21-6-13-0-17-11*10-21-15-27-29*3-1-4-24-20-7*,18.98410101,263,0,4
104,1-23-14-20-24-4*4-20-7-25-22-18-0-26*4-7-16-27-10-21-5*8-12-19-22-25-7-14*9-1-3-24-20-7-27*0-18-17-28-25-7-27-16*2-29-27-16-7-20-24*10-15-16-7-20-14-23*1-3-14-11-17-22-18-0-26*21-5-6-16-28-25*6-13-18-12-19-17-11*10-27-16-7-20-14-23*,18.70993103,264,0,4
105,16-28-25-0-22-17-19*0-18-22-25-7-20-4*1-23-14-11-17-22-19-12*0-22-17-11-3-9-23*7-16-27-10-15-21*16-6-13-18-19-0-25-28*3-23-14-24-20-7*2-29-27-16-28-25-7*0-26-8-19-18*5-6-13-18-0-22-25*0-25-28-16-6-21-5*1-3-23-14-20-7-27*,19.23120762,257,0,5
106,18-0-25-22*10-27-16-28-0-22-17*11-14-20-7-27-10-15*6-13-18-0-22-19-17*5-15-2-21*8-12-19-18-0-25-22*10-27-16-7-20-14-23*14-24-20-4-23*9-23-14-7-25-22-17*9-3-1-24-23*26-0-18-22-25-7-27-29*23-3-11-17-22-18-0-26*,22.65881459,240,0,5
107,5-21-10-27-2-29*6-16-27-7-24-14-23*8-19-12-22-25-28-16*22-18-0-12-17-11-25*24-20-7-16-27-2-29*3-4-24-20-23*5-15-16-28-0-13-6*1-9-3-24-20-7*0-26-8-12-19-22*0-26-8-12-19-17*3-1-9-23-20-7*0-18-22-25-7-20-24-4*,21.10208674,245,0,5
108,3-9-23-14-20-7-27*15-10-27-16-28-25-22*0-18-22-17-28-16-15-5*8-19-22-17-28-25*6-13-18-22-19-17-11*3-1-23-14-20-7-16*2-27-16-28-17-19-12*5-6-21*19-17-22-0-28-16-27-29*4-24-20-7-27-16-6*17-22-18-0-19-8-26*16-27-7-25-28-0-22*,21.15279401,244,0,5
109,4-24-14-23-1-3-9*14-11-17-22-18-0-25*11-14-7-16-27-2-29*11-25-28-17-22-19-12*6-13-18-0-22-19-17*15-21-10-29-27*9-3-1-23-20-24*19-18-17-22-0-12-8-26*5-21-6-13-18-0-19-22*0-18-22-25-7-4-24*1-23-14-20-7-16-27*14-7-28-17-22-0-18*,21.88835632,242,0,5
110,22-18-0-25-7-20-24*14-20-7-27-10-15-21*0-22-18-19-17-28*2-27-7-28-17-19-12*9-3-1-23-20-24*22-17-28-7-27-2-29*13-18-0-28-25-7-16-15*5-21*4-20-7-25-22-18-13*0-26-8-19-12-22*11-14-7-25-28-0-22-17*5-21-6-16-27-7*,21.4351473,243,0,5
111,11-25-28-17-22-19-12*0-18-22-25-7-20-24*15-10-27-7-16-28-25*0-28-16-27-10-15-21*1-23-14-11-17-22-18-0-26*4-3-23-14-24-20*5-21-10-29-2-27*0-26-8-19-12-22*5-6-16-7-14-23-1-9*8-12-19-0-13-6-5-21*6-13-18-12-19-17-11*19-18-17-22*,19.17255085,262,0,5
112,9-23-14-20-7-28-25*23-1-3-14-20-7-27*1-9-3-11-17-18-0-13*14-24-20-7-27-16-28*10-2-29-27-7-28-25*7-27-2-10-15-21*11-25-28-17-22-19-12*19-22-0-18-13-6-5-21*12-17-19-18-22-0-26*16-7-20-4-24-14-23*8-26-0-17-19-12*14-20-7-25-0-22-17*,20.07014262,250,0,5
113,23-14-24-20-7-16-27*22-18-0-25-28-7-16-27*19-17-22-0-13-6-5-21*0-18-12-19-17-11-14*1-9-3-24-4-14*0-26-8-19-22-18*0-18-22-17-28-16-15-5*10-7-16-27-2-29*10-29-2-15*8-12-19-22-25-28-7-20*11-3-24-20-14-23*1-3-23-14-11-17-0-18*,20.00333177,251,0,5
114,1-23-14-20-24-4*2-29-27-16-7-20-14*11-3-4-24-14-23*2-27-16-7-28-25*0-22-17-28-7-27-29*0-26-8-12-17-19*15-10-16-28-17-22-19*17-11-25-0-18-22*5-6-13-18-22-17-19-12-8*3-11-14-1-9*5-21-6-16-7-20-14*10-15-27-7-20-14-11*,19.73225976,254,0,5
115,21-10-2-27-16-28*26-0-18-22-19-12-17-28*2-29-27-7-20-14-24*9-3-1-24-20-7-25*1-9-23-14-11-17-22-19*2-27-16-6-21-5*2-7-4-24-1-3*6-13-18-0-28-25-11*14-24-20-7-27-10-15*0-26-8-12-18*2-29-27-7-24-14-23*25-28-16-7-27-2-29*,19.6210837,255,0,5
116,1-23-14-20-24-4*9-1-3-11-25-0-18-13*18-22-0-17-19*21-15-10-27-7-4-24*0-25-28-16-6-21-5*0-26-8-19-22-18*2-29-27-16-7-20-24*18-0-12-19-17-11-25*16-7-27-15-2-29*6-10-27-7-20-14-24*4-24-20-7-25-22-0-18*2-27-16-7-20-24-4*,20.23471475,246,0,5
117,1-3-9-23-20-7-16*15-10-27-7-20-4-24*14-7-27-2-10-15*11-17-18-0-25-7-20-14*17-22-19-0-28-7-25*8-12-19-22-18-13-6-15*21-5-6-16-28-25*2-21-10-29*18-0-22-17-19-8-26*18-0-22-17-28-7-20*18-0-22-25-7-4-24*7-28-25-22-17-12*,20.19873743,248,0,5
118,1-3-23-14-7-27-10-21*1-3-24-20-7-28-17*8-12-19-22-17-11-14-9*5-21-10-2-29-27*5-21-6-13-0-22-17-19*15-16-7-28-0-22-17*0-25-28-16-10-15-21*12-17-19-0-22-18*24-4-7-16-27-2-29*7-16-28-17-22-18-0-26*14-20-7-28-17-18-22*14-20-24-4-7-25-28*,18.62777648,270,0,5
119,5-21-15-2-29-27*1-24-4-7-27-10-21*14-24-20-7-27-10-15*15-10-6-13-18-0-22-17*8-12-19-22-25-7-20-24*13-18-22-0-28-7-16*9-3-1-24-20-7-16*2-27-16-7-28-25-11*9-23-14-11-25-28-17*14-20-7-28-17-22-0-26*12-19-17-11-3-1-9-23*19-18-0-22-17-11-14-23*,18.6275719,273,0,5
120,22-18-0-28-25-7-16-27*12-19-17-22-25-7-24*3-1-23-14-7-27-10*3-9-23-14-20-7-16*14-20-24-4-7-27-16*2-27-16-28-17-19-12-8*14-7-28-17-22-18-0-26*9-1-3-23-14-11-17-22*2-7-16-6-21-10-15*18-17-22-0-13-6-5-21*19-22-17-28-16-27-2-29*12-17-19-18-22-0-26*,18.51005378,278,0,5
121,0-18-22-17-11-14-1-3*11-17-22-0-25-7-20-14*8-12-19-22-17-11-14-9*14-20-7-27-10-15-21*2-29-27-7-4-24-14*2-27-16-28-17-22-0-26*1-3-23-14-11-17-19-12-8*2-16-6-5-21-10-15*13-18-0-22-17-11-14-24*5-21-6-13-18-0-12-19*12-19-17-22-25-28*17-22-25-7-20-14-24*,18.38964227,281,0,5
122,9-1-3-24-20-7-16*2-27-7-28-25-22-19*3-23-14-7-27-10-15*18-17-0-13-6-10-15-21*12-22-0-18-19*3-14-11-17-22-0-18-13*2-29-27-7-4-24-14*11-25-22-17-12-8-19*6-16-28-17-19-18-0-26*5-21-6-16-28-17-0-18-13*16-27-2-10-15-21*5-21-10-2-29-27*,18.43283844,280,0,5
123,1-3-23-14-7-27-10-21*2-29-27-7-20-24-4*7-27-2-10-15-21*1-9-23-14-11-17-22-19*8-12-18-13-6-15-10*15-2-27-16-7-20*5-21-6-13-18-12-0-26*17-22-25-28-7-20-23*3-4-20-7-25-0-22-17-11*5-21-6-13-0-22-17-11*19-12-18-0-22-17-28*10-27-16-28-0-22-17*,18.34492635,286,0,5
124,10-27-7-25-22-18-0-26*5-6-13-18-0-22-17-11*15-2-10-16-7-27*5-21-10-29-2-27*9-1-23-20-7-27-10*3-23-14-11-17-19-12-8*2-27-7-28-0-18-22*3-4-7-20-24-14*9-23-14-7-16-6-21*18-22-17-28-7-27-29*7-16-27-10-15-21*16-6-13-18-17-22-0-25-28*,18.35112228,285,0,5
125,1-23-14-20-7-16-6-5*9-1-3-24-20-7-27*8-12-22-17-11-14-23-9*10-7-2-29-27*4-24-20-14-7-27-16*5-21-6-13-0-18-19-12*1-4-24-20-7-25*6-16-28-17-19-22-0-18-13*0-25-28-16-10-15-21*23-1-3-11-17-18-0-26*22-19-17-0-25-7-28*3-23-14-11-17-22-0-18*,18.32312368,287,0,5
126,4-24-20-7-25-28-16*20-7-27-15-10-2-29*17-19-12-0-28-7-25*1-3-23-20-7-16-15*4-7-25-28-17-22-18*21-15-10-27-7-14-23*5-6-21*1-9-23-14-11-17-19-12*5-6-13-0-18-22-19-12-8*15-16-28-17-22-18-0-26*14-11-25-7-20*13-6-16-28-25-0-18-22*,19.04524199,263,0,5
127,1-3-9-23-20-7-27*10-7-16-27-2-29*1-9-3-11-17-22-19-12*11-17-22-18-0-12-8-26*11-14-7-25-0-18-22-17*0-18-22-17-28-16-10-15*2-27-15-10-21-5*17-22-0-18-13-6-5-21*4-24-7-27-10-15-6*4-1-24-3-9-23*18-17-22-25-28-7-20*0-18-12-19-17-11-14*,19.0300152,264,0,5
128,14-11-17-0-18-22-25*12-19-18-0-25-28-16*3-1-23-20-7-16-6-5*6-13-0-28-25-7-2-15*5-21-15-2-27-16*15-10-27-7-20-14-24*13-6-21-15-10-2-29*4-1-23-14-20-24*8-12-17-19-22-0-18*9-1-3-11-17-0-18-13*12-17-19-18-0-26*10-27-16-7-4-24*,18.72840192,265,0,5
129,4-20-7-24-1-9-23*1-23-14-20-7-27-10*4-20-7-25-0-22-17*17-11-25-0-18-19*1-3-24-20-7-28-17*2-27-16-6-21-5*4-24-20-7-16-2-29*8-19-22-17-28-25*2-21-6-10-15-16*8-19-12-22-25-28-16*6-13-18-12-19-17-11*23-1-3-11-17-22-18-0-26*,18.71358429,266,0,5
130,8-12-18-13-6-15-10*3-1-23-14-7-27-10*25-0-18-22-17-28*2-29-27-7-28-25-11*6-16-28-17-22-19-12*15-10-27-7-20-4-24*9-1-3-11-17-18-0-26*19-12-18-0-13-6-5-21*0-22-17-28-7-16-27*4-20-7-25-22-18-0-26*18-22-17-0-19*17-22-25-28-7-20-24*,19.3421791,257,0,6
131,12-19-22-17-28-16-15*3-1-24-20-7-10-15*11-14-7-25-28-0-18-22*10-2-29-27-7-28-25*2-10-15-21-5-6*19-22-17-11-3-1-9-23*0-26-8-19-22-17*0-18-22-25-28-7-4*6-13-18-0-17-22-19-12*25-11-17-19-22-18-0-26*13-6-15-10-2-27-29*7-20-23-1-3-9*,19.32245148,261,0,6
132,20-4-24-14-1-23*0-17-22-25-28-7-20*7-27-29-2-10-21*8-12-17-22-25-28-16*12-0-25-28-16-6-13*23-3-24-4-7-27*6-13-18-0-22-17-12-8*19-18-0-17-28-25*5-21-15-2-6*1-3-23-14-9*3-11-14-23-9*25-11-17-19-22-18-0-26*,22.95858663,241,0,6
133,9-23-14-7-25-22-17*7-16-27-10-15-21*10-29-2-15*20-7-28-25-22-18-0-26*9-1-23-14-11-17-22-19*8-12-19-22-17-11-14-9*17-22-18-0-13-6-5-21*4-3-23-1-24*0-28-16-27-10-21-5*15-27-16-7-20-14-23*19-18-0-17-28-25*9-3-1-23-20-24*,21.11801496,245,0,6
134,5-21-15-29-2-27*26-0-18-22-17-28-7-27*12-8-19-0-22-18*12-19-0-28-25-11-17*4-24-3-1-14-11*1-3-14-24-4-20*10-27-16-7-14-23*9-3-1-24-20-7-16*13-18-17-22-0-25-28*6-16-28-0-22-17-19*10-21-15-27-29*25-28-16-27-10-2-29*,22.07785831,242,0,6
135,0-18-17-28-25-7-27-16*12-17-0-18-22*15-10-27-16-28-17-22*18-22-0-17-19*4-20-7-24-1-23*2-21-10-29*23-20-14-3-24*13-18-0-25-7-20-14-23*8-26-0-17-19-12*11-14-7-25-0-18-22-17*5-21-6-16-28-17-19*2-27-7-24-1-3-9*,21.55184709,243,0,6
136,1-3-23-14-9*14-20-7-27-16-10-15*2-16-27-15-10-21*0-22-17-28-7-14-11*24-4-7-2-29-27*5-6-13-18-0-25-28*0-18-22-19-12-17-11-25*23-1-3-11-17-22-18-0-26*12-8-19-0-22-18*16-15-10-27-2-29*1-23-14-20-7-25-28*9-1-3-24-4-20*,21.47094926,244,0,6
137,1-23-14-20-7-28-17*0-18-22-19-17-12-8-26*2-16-27-7-25-28*5-21-6-13-0-19-12-8*14-11-17-22-0-25-28*9-3-1-4-24-20*5-21-6-15-10-2-29*10-27-7-25-22-18-0-26*1-3-23-14-20-7-16-6*2-27-16-7-25-28*4-24-7-27-10-15-6*12-19-17-28-25-7-20*,19.21761749,262,0,6
138,23-1-3-24-7-28*18-19-17-22-0-25-28*13-6-16-28-17-19-18-0-26*10-27-16-15*17-11-25-28-0-18*5-21-10-16-27-29*10-15-27-7-20-14-23*8-12-19-22-25-28-16-15*4-20-7-16-27-2-29*14-11-3-9-1-23*3-11-14-23-9*3-23-14-20-7-25-28*,20.16150339,250,0,6
139,5-21-10-27-7-25-28*2-29-27-16-7-20-24*12-22-25-28-16-6-13*12-8-19-0-22-18*1-23-14-20-7-28-25*26-0-22-17-28-7-16-27*3-1-14-11-17-22-0-13*9-1-24-20-7-27-10*14-24-20-7-27-10-15*23-4-24-20-7-25*18-0-22-17-11-3-1-23*10-2-29-15*,20.01589899,253,0,6
140,4-24-20-7-16-10-6*6-15-10-27-7-14-23*1-3-14-24-4-20*2-27-7-28-17-22-19*11-17-28-25-22-0-18-19*13-6-5-21-15-2-29*12-19-18-13-6-10-15*0-26-8-12-18*3-9-1-24-20-23*1-3-23-14-11-17-12-19*15-2-10-27-7-20*9-14-1-3-23*,20.12853636,252,0,6
141,7-25-28-16-2-29-10*3-23-20-7-27-10-21*5-21-6-13-0-18-19-12*22-17-28-25-11-14-23*17-28-25-7-20-14-24*0-26-8-19-22-17*22-18-0-25-7-4-24*3-1-24-20-7-10-15*4-24-23-1-3-9*23-14-4-20-24*6-16-28-0-19-17*4-24-20-7-27-16-15*,19.82338672,254,0,6
142,20-23-3-1-24*14-20-7-27-16-10-15*0-18-22-17-11-3-1-23*6-13-18-22-19-12-8-26*16-28-25-0-22-17-19*4-24-20-14-23-1-9*2-29-27-7-25-22-17*5-21-6-15-2-29-10*9-3-1-24-20-7-25*24-4-7-25-22-18-0-26*25-28-16-10-2-29-27*0-18-22-17-28-16-10*,19.70773907,255,0,6
143,6-15-10-27-16-7*10-16-28-25-0-18-12*3-23-14-11-17-22-18-13*1-3-24-20-7-16-27*5-21-15-2-6*20-24-4-7-27-2-29*9-3-1-14-11-17-22-0-26*19-17-18-0-28-25*8-19-17-22-25-28*9-3-1-23-20-7-25*0-18-22-17-28-7-20*14-24-20-7-25-22-17*,21.00362404,246,0,6
144,4-7-28-0-18-22-17*9-1-14-20-7-27-10*14-3-24-4-7-16*8-26-0-19-17-12*1-23-14-24-20-4*14-7-27-2-10-15*0-18-17-11-3-1-9*13-18-0-19-17-11-25*13-6-16-7-25-28-17*10-21-5-15*6-10-21-15-2-29*6-16-28-7-27*,20.52124737,247,0,6
145,12-18-0-25-7-20-24*2-29-27-16-28-25-22*8-26-0-19-17-12*5-6-16-7-20-4-24*4-24-14-23-3-1-9*5-21-15-10-27-29*2-10-15-21-5-6-13*3-11-14-1-9*4-1-23-14-20-24*3-1-24-20-7-10-15*12-18-0-22-17-11-14-23*22-17-28-7-20-14-23*,20.26145663,248,0,6
146,1-3-23-14-7-27-2*8-12-19-17-11-14-3-1-9*12-22-0-18-13-6-5-21*14-4-24-20-7-16-27*13-18-22-17-28-7-16*6-10-27-7-20-14-24*15-10-16-28-25-22-0-18*0-26-8-19-22-18*10-2-29-27-7-28-25*0-28-16-27-10-15-21*25-11-17-19-18-22-0-26*9-3-23-14-20-24*,18.64630582,271,0,6
147,0-18-22-17-11-25-7*15-10-27-16-7-25-28*5-21-6-13-0-22-17-19*13-6-21-15-10-2-29*17-22-25-7-20-14-23*1-9-23-14-11-17-19-12*8-12-19-22-0-28-17*16-27-2-7-20-24*3-23-14-20-7-16-6-5*6-16-7-4-24-14-23*1-9-3-11-17-22-18-0-26*16-27-7-4-14-24*,18.63400164,273,0,6
148,0-18-22-17-28-16-10-15*15-10-2-27-7-28*9-3-1-23-20-7-27-29*16-7-20-4-24-14-23*13-6-16-28-25-22-17-19*0-18-22-17-11-14-23-1*18-17-22-0-13-6-5-21*7-25-22-0-18-12-8*24-20-7-25-22-18-0-26*13-6-21-15-10-2-29*7-20-14-11-17-0-18-22-25*9-1-23-20-7-27-10*,18.57587094,279,0,6
149,1-3-24-20-7-2-29*19-22-17-11-3-1-9-23*21-5-6-13-18-0-17-22*2-29-27-16-28-25-22*17-18-22-19-12-8-26*21-15-10-16-27-29*11-14-24-7-27-10-15*0-18-22-25-7-4-24*1-9-14-11-17-22-0-18*7-20-14-11-17-18-0-25-28*13-6-16-7-28-0-22-17*9-23-14-20-7-27-10-15*,18.47030629,280,0,6
150,17-22-18-0-28-25-7-27*0-25-22-17-12-8*11-14-7-16-27-2-29*5-6-13-18-0-22-17-11*0-18-22-25-11-14-20-7*4-24-3-23-14-11*4-24-7-27-10-21-5*3-1-23-14-11-17-22-0-26*5-6-16-27-15-2-29-10*3-9-23-14-20-7-27*17-22-19-12-0-28-7-25*2-29-27-16-28-25-22*,18.44341828,281,0,6
151,5-6-16-28-17-19-22-0-13*6-16-7-4-24-20-14*9-23-14-20-7-27-2-29*6-16-28-0-18-22-17*17-22-0-18-13-6-5-21*6-15-10-27-16-7*12-17-22-25-28-7-20*3-1-23-14-11-17-22-0-26*4-24-14-11-17-22-19-8*23-9-3-11-17-22-0-26*2-27-16-15-10-6*2-15-10-27-16-28-25*,18.42377835,286,0,6
152,3-1-23-14-20-7-10-21*14-24-20-7-25-28-16*1-9-3-11-17-0-18-13*8-12-0-18-13-6-10-15*6-16-28-25-0-22-19*9-1-23-14-20-7-27-29*2-6-16-10-15-27*4-20-7-16-27-10-15*5-21-6-13-18-0-17-22*4-24-20-7-25-22-18-0-26*2-29-27-16-28-25-0-26*4-24-7-16-6-21-5*,18.35001169,300,0,6
